Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
107  159  -1934.625         -4.55        5.79275      4.0925       14.72775     8.99525      
107  160  -1944.3825        -3.9735      6.4345       9.7575       13.85        9.284        
107  161  -1949.339         -4.36        7.2275       4.9565       14.714       7.79325      
107  162  -1956.2905        -4.4815      7.8605       6.9515       11.908       9.9575       
107  163  -1961.98225       -4.67775     9.213        5.69175      12.64325     8.42925      
107  164  -1967.709         -4.889       10.5255      5.72675      11.4185      9.021        
107  165  -1970.29175       -5.30025     10.88225     2.58275      8.3095       10.7775      
107  166  -1977.3445        -5.9515      10.924       7.05275      9.6355       8.139        
107  167  -1976.9705        -6.5355      11.423       -0.374       6.67875      10.739       
107  168  -1986.0865        -7.6495      11.277       9.116        8.742        8.634        
108  154  -1910.721         9.114        2.908        *            *            10.187       
108  155  -1916.0685        9.124        3.258        5.3475       *            10.002       
108  156  -1925.436         9.179        3.698        9.3675       14.715       10.677       
108  157  -1928.9235        9.02625      3.8025       3.4875       12.855       12.187       
108  158  -1939.691         9.1585       4.477        10.7675      14.255       10.347       
108  159  -1943.595         8.97         4.42         3.904        14.6715      9.826        
108  160  -1953.609         9.2265       5.253        10.014       13.918       9.905        
108  161  -1959.139         9.8          5.44         5.53         15.544       8.336        
108  162  -1966.929         10.6385      6.157        7.79         13.32        9.727        
108  163  -1973.3845        11.40225     6.7245       6.4555       14.2455      8.6145       
108  164  -1979.86          12.151       7.262        6.4755       12.931       9.212        
108  165  -1983.4665        13.17475     7.8745       3.6065       10.082       11.4935      
108  166  -1991.303         13.9585      8.007        7.8365       11.443       9.595        
108  167  -1992.4           15.4295      8.894        1.097        8.9335       11.492       
108  168  -2002.457         16.3705      8.721        10.057       11.154       9.139        
108  169  -2002.7895        *            *            0.3325       10.3895      9.0165       
108  170  -2013.272         *            *            10.4825      10.815       8.764        
109  156  -1918.315         -7.121       2.058        *            *            11.592       
109  157  -1922.0585        -6.865       2.16125      3.7435       *            13.186       
109  158  -1933.262         -6.429       2.7295       11.2035      14.947       11.295       
109  159  -1937.18175       -6.41325     2.55675      3.91975      15.12325     11.0155      
109  160  -1947.7215        -5.8875      3.339        10.53975     14.4595      11.111       
109  161  -1953.1445        -5.9945      3.8055       5.423        15.96275     9.7805       
109  162  -1961.2425        -5.6865      4.952        8.098        13.521       11.44        
109  163  -1968.41225       -4.97225     6.43         7.16975      15.26775     9.22675      
109  164  -1975.622         -4.238       7.913        7.20975      14.3795      8.9685       
109  165  -1978.91825       -4.54825     8.6265       3.29625      10.506       11.364       
109  166  -1986.0745        -5.2285      8.73         7.15625      10.4525      9.9345       
109  167  -1986.90675       -5.49325     9.93625      0.83225      7.9885       11.685       
109  168  -1995.734         -6.723       9.6475       8.82725      9.6595       9.9105       
109  169  -1995.91025       -6.87925     *            0.17625      9.0035       9.36025      
109  170  -2005.4315        -7.8405      *            9.52125      9.6975       8.955        
110  156  -1927.334         9.019        1.898        *            *            11.687       
110  157  -1931.0335        8.975        2.11         3.6995       *            13.335       
110  158  -1942.373         9.111        2.682        11.3395      15.039       11.363       
110  159  -1946.1585        8.97675      2.5635       3.7855       15.125       11.065       
110  160  -1957.074         9.3525       3.465        10.9155      14.701       10.917       
110  161  -1962.655         9.5105       3.516        5.581        16.4965      9.24         
110  162  -1971.326         10.0835      4.397        8.671        14.252       10.583       
110  163  -1978.215         9.80275      4.8305       6.889        15.56        9.224        
110  164  -1985.164         9.542        5.304        6.949        13.838       10.065       
110  165  -1989.61          10.69175     6.1435       4.446        11.395       12.0745      
110  166  -1997.546         11.4715      6.243        7.936        12.382       10.614       
110  167  -2000.0485        13.14175     7.6485       2.5025       10.4385      11.718       
110  168  -2009.581         13.847       7.124        9.5325       12.035       10.022       
110  169  -2011.066         15.15575     8.2765       1.485        11.0175      9.634        
110  170  -2021.091         15.6595      7.819        10.025       11.51        9.666        
110  171  -2021.813         *            *            0.722        10.747       9.2765       
110  172  -2032.295         *            *            10.482       11.204       9.277        
111  162  -1963.811         -7.515       2.5685       *            *            12.2105      
111  163  -1971.49075       -6.72425     3.0785       7.67975      *            9.95375      
111  164  -1979.2955        -5.8685      3.6735       7.80475      15.4845      10.247       
111  165  -1983.957         -5.653       5.03875      4.6615       12.46625     12.75525     
111  166  -1991.8785        -5.6675      5.804        7.9215       12.583       12.0435      
111  167  -1994.671         -5.3775      7.76425      2.7925       10.714       12.54725     
111  168  -2003.5335        -6.0475      7.7995       8.8625       11.655       10.841       
111  169  -2005.29025       -5.77575     9.38         1.75675      10.61925     9.9165       
111  170  -2014.522         -6.569       9.0905       9.23175      10.9885      9.512        
111  171  -2015.17025       -6.64275     *            0.64825      9.88         9.04         
111  172  -2024.9685        -7.3265      *            9.79825      10.4465      8.763        
112  162  -1973.906         10.095       2.58         *            *            11.468       
112  163  -1981.0915        9.60075      2.8765       7.1855       *            9.8635       
112  164  -1988.467         9.1715       3.303        7.3755       14.561       11.159       
112  165  -1993.704         9.747        4.094        5.237        12.6125      12.811       
112  166  -2001.971         10.0925      4.425        8.267        13.504       11.493       
112  167  -2005.9535        11.2825      5.905        3.9825       12.2495      11.9565      
112  168  -2015.046         11.5125      5.465        9.0925       13.075       10.8         
