Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
23   30   -456.958          4.656        19.7725      11.689       17.703       -4.0045      
23   31   -456.79175        6.86525      22.49025     -0.16625     11.52275     -1.43725     
23   32   -470.8755         6.1645       22.313       14.08375     13.9175      -5.39        
23   33   -467.19325        7.91025      24.863       -3.68225     10.4015      -4.59175     
23   34   -482.646          6.721        24.383       15.45275     11.7705      -5.7835      
23   35   -476.55975        7.92725      26.3365      -6.08625     9.3665       -5.9295      
23   36   -492.9135         6.6335       25.865       16.35375     10.2675      -6.3505      
23   37   -486.97525        7.26375      27.04825     -5.93825     10.4155      -8.452       
23   38   -502.867          6.954        27.4865      15.89175     9.9535       -7.5185      
23   39   -501.76625        7.42075      28.58775     -1.10075     14.791       -13.53925    
23   40   -512.5405         8.1225       30.034       10.77425     9.6735       -8.86        
23   41   -509.66975        8.73075      31.39675     -2.87075     7.9035       -8.19125     
23   42   -518.314          9.404        32.5645      8.64425      5.7735       -7.5075      
23   43   -511.8635         12.5595      36.9375      -6.4505      2.19375      -5.2905      
23   44   -525.253          12.825       37.2905      13.3895      6.939        -11.2035     
23   45   -518.30525        16.45825     43.0325      -6.94775     6.44175      -15.07925    
23   46   -530.6175         15.1915      40.2045      12.31225     5.3645       -14.355      
23   47   -521.8935         17.5095      46.14075     -8.724       3.58825      -18.32075    
23   48   -532.9595         15.3575      42.112       11.066       2.342        -14.2465     
23   49   -523.151          17.549       *            -9.8085      1.2575       -19.09825    
23   50   -533.0425         13.9705      *            9.8915       0.083        -13.895      
23   51   -523.4115         17.441       *            -9.631       0.2605       *            
23   52   -535.4405         15.8415      *            12.029       2.398        *            
24   20   -353.339          10.171       3.012        *            *            -8.466       
24   21   -365.19           10.712       6.039        11.851       *            -6.885       
24   22   -381.971          10.168       6.896        16.781       28.632       -3.344       
24   23   -392.8195         11.4825      12.555       10.8485      27.6295      -5.3685      
24   24   -410.388          9.837        12.294       17.5685      28.417       -7.013       
24   25   -419.6605         12.76625     16.9525      9.2725       26.841       -11.096      
24   26   -434.243          12.5005      15.221       14.5825      23.855       -7.849       
24   27   -443.2525         15.17625     17.5725      9.0095       23.592       -12.2445     
24   28   -455.782          16.527       17.274       12.5295      21.539       -8.46        
24   29   -462.478          17.209       20.678       6.696        19.2255      -8.498       
24   30   -473.314          16.356       21.012       10.836       17.532       -6.506       
24   31   -475.287          18.49525     25.3605      1.973        12.809       -5.187       
24   32   -488.6            17.7245      23.889       13.313       15.286       -7.998       
24   33   -487.2835         20.09025     28.0005      -1.3165      11.9965      -9.057       
24   34   -502.167          19.521       26.242       14.8835      13.567       -9.156       
24   35   -498.357          21.79725     29.7245      -3.81        11.0735      -10.774      
24   36   -514.487          21.5735      28.207       16.13        12.32        -10.262      
24   37   -510.024          23.04875     30.3125      -4.463       11.667       -13.0915     
24   38   -526.451          23.584       30.538       16.427       11.964       -11.871      
24   39   -525.892          24.12575     31.5465      -0.559       15.868       -17.8805     
24   40   -537.443          24.9025      33.025       11.551       10.992       -13.23       
24   41   -535.2105         25.54075     34.2715      -2.2325      9.3185       -12.565      
24   42   -544.558          26.244       35.648       9.3475       7.115        -11.84       
24   43   -539.353          27.4895      40.049       -5.205       4.1425       -10.114      
24   44   -551.098          25.845       38.67        11.745       6.54         -13.888      
24   45   -546.8385         28.53325     44.9915      -4.2595      7.4855       -19.2345     
