Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
88   178  -1871.166         21.6955      28.461       12.2095      5.169        -4.803       
88   179  -1864.547         23.33575     30.8115      -6.619       5.5905       -8.403       
88   180  -1876.448         22.886       28.982       11.901       5.282        -5.443       
88   181  -1872.261         23.65775     30.5205      -4.187       7.714        -10.2255     
88   182  -1881.634         23.1695      29.539       9.373        5.186        -5.868       
88   183  -1881.721         23.53075     30.2565      0.087        9.46         -11.6805     
88   184  -1886.568         23.442       30.074       4.847        4.934        -6.173       
89   116  -1571.3615        -1.7125      3.322        *            *            6.8245       
89   117  -1577.601         -0.6235      6.56         6.2395       *            2.41675      
89   118  -1591.0255        -0.9895      5.308        13.4245      19.664       5.314        
89   119  -1596.75525       -0.31425     7.9465       5.72975      19.15425     2.58575      
89   120  -1608.995         -1.299       5.76         12.23975     17.9695      5.0225       
89   121  -1612.231         -2.486       6.295        3.236        15.47575     4.87775      
89   122  -1624.532         -4.058       4.795        12.301       15.537       7.003        
89   123  -1630.07675       -4.18425     5.8565       5.54475      17.84575     4.15925      
89   124  -1642.3515        -4.2705      6.208        12.27475     17.8195      5.6855       
89   125  -1649.94525       -4.12775     6.7055       7.59375      19.8685      2.575        
89   126  -1659.864         -4.09        6.833        9.91875      17.5125      4.5795       
89   127  -1663.48625       -3.67825     7.6515       3.62225      13.541       8.0535       
89   128  -1671.4885        -3.3465      8.14         8.00225      11.6245      9.8425       
89   129  -1673.492         -2.731       7.8265       2.0035       10.00575     10.64275     
89   130  -1684.7155        -1.1755      7.983        11.2235      13.227       6.933        
89   131  -1686.55325       -1.04425     7.7815       1.83775      13.06125     7.41225      
89   132  -1697.671         0.537        8.405        11.11775     12.9555      7.3615       
89   133  -1698.521         1.0595       8.93725      0.85         11.96775     8.55075      
89   134  -1709.571         1.722        9.2795       11.05        11.9         7.995        
89   135  -1708.25025       1.79375      9.98325      -1.32075     9.72925      9.6335       
89   136  -1718.3345        0.0805       8.622        10.08425     8.7635       10.257       
89   137  -1719.1105        1.518        12.037       0.776        10.86025     7.4565       
89   138  -1729.5015        0.5805       10.652       10.391       11.167       8.511        
89   139  -1731.17725       1.18175      14.62325     1.67575      12.06675     4.19625      
89   140  -1740.083         0.553        13.4095      8.90575      10.5815      7.0665       
89   141  -1741.55775       0.62475      16.47675     1.47475      10.3805      3.29625      
89   142  -1749.4375        -0.1685      15.689       7.87975      9.3545       5.536        
89   143  -1750.82075       -0.15325     17.76425     1.38325      9.263        2.56025      
89   144  -1758.304         -0.948       17.0145      7.48325      8.8665       3.7445       
89   145  -1758.91525       -1.15525     18.261       0.61125      8.0945       2.44125      
89   146  -1766.5515        -1.8475      17.5525      7.63625      8.2475       3.038        
89   147  -1766.98375       -1.88125     18.77725     0.43225      8.0685       1.9705       
89   148  -1774.871         -2.42        18.407       7.88725      8.3195       2.428        
89   149  -1776.601         -2.36        19.603       1.73         9.61725      -0.0945      
89   150  -1783.066         -2.715       19.274       6.465        8.195        1.698        
89   151  -1783.66225       -2.48925     20.06175     0.59625      7.06125      1.63575      
89   152  -1790.7035        -2.5085      19.6145      7.04125      7.6375       1.3885       
89   153  -1788.61825       -2.09825     20.2855      -2.08525     4.956        3.28225      
89   154  -1798.403         -2.038       19.7715      9.78475      7.6995       0.986        
89   155  -1795.4105        -1.544       20.469       -2.9925      6.79225      1.22225      
89   156  -1806.098         -1.5         19.8615      10.6875      7.695        0.8335       
89   157  -1803.397         -1.082       20.56925     -2.701       7.9865       -0.1555      
89   158  -1813.486         -1.114       20.077       10.089       7.388        1.0505       
89   159  -1812.01275       -0.71425     20.702       -1.47325     8.61575      -0.885       
89   160  -1820.6595        -0.6345      20.472       8.64675      7.1735       1.0495       
89   161  -1819.91475       0.32175      21.2985      -0.74475     7.902        -0.304       
89   162  -1828.175         0.743        21.255       8.26025      7.5155       0.3125       
89   163  -1826.4045        3.6655       22.56275     -1.7705      6.48975      0.51175      
89   164  -1838.934         5.618        23.8305      12.5295      10.759       -3.714       
89   165  -1833.06175       7.08725      23.93        -5.87225     6.65725      -0.92        
89   166  -1847.0045        7.7515       24.6395      13.94275     8.0705       -3.601       
89   167  -1840.346         8.7275       25.65825     -6.6585      7.28425      -2.91425     
89   168  -1854.3475        9.3635       26.642       14.0015      7.343        -3.6825      
89   169  -1843.8345        6.2905       24.25175     -10.513      3.4885       -0.84675     
89   170  -1856.7365        6.2125       24.2015      12.902       2.389        -0.731       
89   171  -1847.1965        3.289        22.71125     -9.54        3.362        0.68625      
89   172  -1862.5765        6.6655       25.651       15.38        5.84         -1.7415      
89   173  -1854.13675       3.79575      24.94225     -8.43975     6.94025      -1.3515      
89   174  -1868.162         7.091        27.0035      14.02525     5.5855       -2.9365      
89   175  -1860.21075       5.26175      27.244       -7.95125     6.074        -2.71625     
89   176  -1873.5745        7.5775       27.8745      13.36375     5.4125       -4.116       
89   177  -1865.33225       6.37575      28.8295      -8.24225     5.1215       -4.0655      
89   178  -1878.23          7.064        28.7595      12.89775     4.6555       -4.23        
89   179  -1871.3725        6.8255       30.16125     -6.8575      6.04025      -6.56975     
89   180  -1883.31          6.862        29.748       11.9375      5.08         -5.5395      
89   181  -1879.549         7.288        30.94575     -3.761       8.1765       -10.03775    
89   182  -1888.728         7.094        30.2635      9.179        5.418        -6.866       
89   183  -1889.01025       7.28925      30.82        0.28225      9.46125      -12.107      
89   184  -1893.8475        7.2795       30.7215      4.83725      5.1195       -7.083       
90   116  -1574.299         2.9375       1.225        *            *            7.661        
90   117  -1581.5125        3.9115       3.288        7.2135       *            3.8995       
90   118  -1594.456         3.4305       2.441        12.9435      20.157       6.918        
90   119  -1601.546         4.79075      4.4765       7.09         20.0335      4.9785       
