N	Z	A	EL	MASS EXCESS	BINDING ENERGY/A
				(keV)		(keV)
102	63	165	Eu	-50561#	699#	8079#	4#
101	64	165	Gd	-56467#	503#	8110#	3#
100	65	165	Tb	-60659#	196#	8131#	1#
99	66	165	Dy	-63617.935	2.535	8143.942	0.015
98	67	165	Ho	-64904.574	2.525	8146.998	0.015
97	68	165	Er	-64528.312	3.081	8139.976	0.019
96	69	165	Tm	-62935.934	3.319	8125.584	0.02
95	70	165	Yb	-60287.224	27.945	8104.79	0.169
94	71	165	Lu	-56442.273	26.54	8076.745	0.161
93	72	165	Hf	-51635.507	27.945	8042.872	0.169
92	73	165	Ta	-45855.107	17.371	8003.098	0.105
91	74	165	W	-38861.977	24.976	7955.974	0.151
90	75	165	Re	-30656.812	27.705	7901.504	0.168
89	76	165	Os	-21646#	202#	7842#	1#
88	77	165	Ir	-11625#	215#	7777#	1#
103	63	166	Eu	-46603#	801#	8055#	5#
102	64	166	Gd	-54399#	596#	8097#	4#
101	65	166	Tb	-57760.118	100.033	8112.929	0.603
100	66	166	Dy	-62590.118	2.566	8137.313	0.015
99	67	166	Ho	-63076.897	2.525	8135.532	0.015
98	68	166	Er	-64931.595	2.514	8141.992	0.015
97	69	166	Tm	-61893.929	11.817	8118.98	0.071
96	70	166	Yb	-61588.481	8.263	8112.427	0.05
95	71	166	Lu	-56020.981	29.808	8074.175	0.18
94	72	166	Hf	-53858.984	27.945	8056.438	0.168
93	73	166	Ta	-46097.776	27.945	8004.971	0.168
92	74	166	W	-41891.844	10.398	7974.921	0.063
91	75	166	Re	-31850#	88#	7910#	1#
90	76	166	Os	-25438.4	18.236	7866.378	0.11
89	77	166	Ir	-13205#	202#	7788#	1#
88	78	166	Pt	-4792#	503#	7733#	3#
104	63	167	Eu	-43585#	801#	8037#	5#
103	64	167	Gd	-50701#	596#	8075#	4#
102	65	167	Tb	-55843#	401#	8101#	2#
101	66	167	Dy	-59936.551	60.271	8121.028	0.361
100	67	167	Ho	-62286.551	5.709	8130.415	0.034
99	68	167	Er	-63296.733	2.512	8131.779	0.015
98	69	167	Tm	-62548.311	2.674	8122.613	0.016
97	70	167	Yb	-60594.053	4.628	8106.226	0.028
96	71	167	Lu	-57501.125	31.671	8083.021	0.19
95	72	167	Hf	-53467.756	27.945	8054.184	0.167
94	73	167	Ta	-48351.06	27.945	8018.861	0.167
93	74	167	W	-42088.612	19.264	7976.676	0.115
92	75	167	Re	-34837#	52#	7929#	0#
91	76	167	Os	-26502.896	72.688	7873.979	0.435
90	77	167	Ir	-17078.797	18.948	7812.863	0.113
89	78	167	Pt	-6540#	407#	7745#	2#
104	64	168	Gd	-48102#	699#	8060#	4#
103	65	168	Tb	-52499#	503#	8081#	3#
102	66	168	Dy	-58564.175	140.027	8112.563	0.833
101	67	168	Ho	-60066.731	30.105	8116.85	0.179
100	68	168	Er	-62996.731	2.512	8129.634	0.015
99	69	168	Tm	-61317.664	2.897	8114.982	0.017
98	70	168	Yb	-61574.646	4.391	8111.855	0.026
97	71	168	Lu	-57064.151	46.95	8080.35	0.279
96	72	168	Hf	-55360.552	27.945	8065.553	0.166
95	73	168	Ta	-48393.908	27.945	8019.428	0.166
94	74	168	W	-44890.192	16.283	7993.916	0.097
93	75	168	Re	-35794.885	30.821	7935.12	0.183
92	76	168	Os	-29990.68	12.103	7895.914	0.072
91	77	168	Ir	-18741#	151#	7824#	1#
90	78	168	Pt	-11037.512	208.792	7773.784	1.243
105	64	169	Gd	-43901#	801#	8035#	5#
104	65	169	Tb	-50096#	596#	8067#	4#
103	66	169	Dy	-55603.099	300.679	8094.798	1.779
102	67	169	Ho	-58803.099	20.189	8109.103	0.119
101	68	169	Er	-60928.684	2.516	8117.052	0.015
100	69	169	Tm	-61279.963	2.476	8114.501	0.015
99	70	169	Yb	-60370.311	4.391	8104.489	0.026
98	71	169	Lu	-58077.311	5.318	8086.292	0.031
97	72	169	Hf	-54716.89	27.945	8061.778	0.165
96	73	169	Ta	-50290.43	27.945	8030.957	0.165
95	74	169	W	-44917.768	15.436	7994.537	0.091
94	75	169	Re	-38385.847	28.102	7951.257	0.166
93	76	169	Os	-30721.352	25.197	7901.276	0.149
92	77	169	Ir	-22081.119	26.465	7845.521	0.157
91	78	169	Pt	-12375#	202#	7783#	1#
90	79	169	Au	-1788#	298#	7716#	2#
105	65	170	Tb	-46342#	699#	8045#	4#
104	66	170	Dy	-53663#	196#	8083#	1#
103	67	170	Ho	-56244.606	50.076	8093.831	0.295
102	68	170	Er	-60114.606	2.754	8111.994	0.016
101	69	170	Tm	-59800.614	2.476	8105.545	0.015
100	70	170	Yb	-60768.957	2.449	8106.639	0.014
99	71	170	Lu	-57310.199	17.02	8081.691	0.1
98	72	170	Hf	-56253.855	27.945	8070.875	0.164
97	73	170	Ta	-50137.665	27.945	8030.296	0.164
96	74	170	W	-47293.364	15.127	8008.962	0.089
95	75	170	Re	-38917.754	25.795	7955.092	0.152
94	76	170	Os	-33927.78	10.9	7921.137	0.064
93	77	170	Ir	-23320#	102#	7854#	1#
92	78	170	Pt	-16305.533	18.662	7808.273	0.11
91	79	170	Au	-3612#	203#	7729#	1#
106	65	171	Tb	-43501#	801#	8028#	5#
105	66	171	Dy	-50114#	298#	8062#	2#
104	67	171	Ho	-54524.862	600.006	8083.642	3.509
103	68	171	Er	-57724.862	2.763	8097.781	0.016
102	69	171	Tm	-59215.595	2.584	8101.923	0.015
101	70	171	Yb	-59312.137	2.4	8097.913	0.014
100	71	171	Lu	-57833.542	2.767	8084.691	0.016
99	72	171	Hf	-55431.345	28.876	8066.068	0.169
98	73	171	Ta	-51720.273	27.945	8039.791	0.163
97	74	171	W	-47086.091	27.945	8008.115	0.163
96	75	171	Re	-41250.281	27.945	7969.412	0.163
95	76	171	Os	-34293.12	18.745	7924.152	0.11
94	77	171	Ir	-26430.172	39.519	7873.595	0.231
93	78	171	Pt	-17470.596	88.224	7816.624	0.516
92	79	171	Au	-7564.773	25.644	7754.121	0.15
91	80	171	Hg	3502#	298#	7685#	2#
106	66	172	Dy	-47730#	401#	8049#	2#
105	67	172	Ho	-51400#	401#	8065#	2#
104	68	172	Er	-56489.417	4.618	8090.444	0.027
103	69	172	Tm	-57379.99	5.97	8091.073	0.035
102	70	172	Yb	-59260.28	2.398	8097.457	0.014
101	71	172	Lu	-56741.334	2.978	8078.263	0.017
100	72	172	Hf	-56403.544	24.428	8071.751	0.142
99	73	172	Ta	-51329.977	27.945	8037.705	0.162
98	74	172	W	-49097.186	27.945	8020.175	0.162
97	75	172	Re	-41523.244	53.979	7971.592	0.314
96	76	172	Os	-37238.053	14.586	7942.129	0.085
95	77	172	Ir	-27520#	105#	7881#	1#
94	78	172	Pt	-21101.014	12.778	7839.212	0.074
93	79	172	Au	-9282#	159#	7766#	1#
92	80	172	Hg	-1087.345	209.154	7713.757	1.216
107	66	173	Dy	-43780#	503#	8026#	3#
106	67	173	Ho	-49099#	401#	8052#	2#
105	68	173	Er	-53654#	196#	8074#	1#
104	69	173	Tm	-56258.878	5.096	8084.479	0.029
103	70	173	Yb	-57556.282	2.388	8087.456	0.014
102	71	173	Lu	-56885.778	2.42	8079.058	0.014
101	72	173	Hf	-55411.784	27.945	8066.016	0.162
100	73	173	Ta	-52396.538	27.945	8044.064	0.162
99	74	173	W	-48727.383	27.945	8018.333	0.162
98	75	173	Re	-43553.865	27.945	7983.906	0.162
97	76	173	Os	-37438.225	14.959	7944.033	0.086
96	77	173	Ir	-30271.935	13.693	7898.087	0.079
95	78	173	Pt	-21941.57	55.99	7845.413	0.324
94	79	173	Au	-12819.798	26.005	7788.163	0.15
93	80	173	Hg	-2569#	208#	7724#	1#
107	67	174	Ho	-45503#	503#	8032#	3#
106	68	174	Er	-51949#	298#	8064#	2#
105	69	174	Tm	-53869.598	44.785	8070.672	0.257
104	70	174	Yb	-56949.598	2.388	8083.876	0.014
103	71	174	Lu	-55575.279	2.405	8071.482	0.014
102	72	174	Hf	-55846.626	2.806	8068.545	0.016
101	73	174	Ta	-51740.766	27.945	8040.452	0.161
100	74	174	W	-50227.088	27.945	8027.256	0.161
99	75	174	Re	-43673.097	27.945	7985.094	0.161
98	76	174	Os	-39996.301	11.139	7959.466	0.064
97	77	174	Ir	-30868.738	27.666	7902.513	0.159
96	78	174	Pt	-25319.155	11.822	7866.122	0.068
95	79	174	Au	-14195#	102#	7798#	1#
94	80	174	Hg	-6647.425	19.606	7749.821	0.113
108	67	175	Ho	-42802#	596#	8016#	3#
107	68	175	Er	-48652#	401#	8045#	2#
106	69	175	Tm	-52315.634	50.057	8061.795	0.286
105	70	175	Yb	-54700.634	2.388	8070.954	0.014
104	71	175	Lu	-55170.695	2.187	8069.169	0.012
103	72	175	Hf	-54483.847	2.825	8060.774	0.016
102	73	175	Ta	-52408.647	27.945	8044.445	0.16
101	74	175	W	-49632.795	27.945	8024.112	0.16
100	75	175	Re	-45288.307	27.945	7994.816	0.16
99	76	175	Os	-40104.697	13.515	7960.725	0.077
98	77	175	Ir	-33428.622	19.757	7918.105	0.113
97	78	175	Pt	-25690.09	18.885	7869.415	0.108
96	79	175	Au	-17443.057	42.396	7817.818	0.242
95	80	175	Hg	-7989.172	101.408	7759.325	0.579
108	68	176	Er	-46500#	401#	8033#	2#
107	69	176	Tm	-49374.133	100.033	8045.137	0.568
106	70	176	Yb	-53494.133	2.571	8064.1	0.015
105	71	176	Lu	-53387.359	2.184	8059.049	0.012
104	72	176	Hf	-54577.509	2.216	8061.366	0.013
103	73	176	Ta	-51365.374	30.739	8038.67	0.175
102	74	176	W	-50641.603	27.945	8030.112	0.159
101	75	176	Re	-45062.886	27.945	7993.97	0.159
100	76	176	Os	-42097.94	27.945	7972.678	0.159
99	77	176	Ir	-33861.029	20.34	7921.433	0.116
98	78	176	Pt	-28927.898	14.428	7888.958	0.082
97	79	176	Au	-18537#	105#	7825#	1#
96	80	176	Hg	-11779.132	14.176	7782.632	0.081
95	81	176	Tl	550#	196#	7708#	1#
109	68	177	Er	-42802#	503#	8013#	3#
108	69	177	Tm	-47469#	298#	8035#	2#
107	70	177	Yb	-50989.216	2.581	8049.989	0.015
106	71	177	Lu	-52389.034	2.185	8053.478	0.012
105	72	177	Hf	-52889.623	2.146	8051.886	0.012
104	73	177	Ta	-51723.623	3.689	8040.878	0.021
103	74	177	W	-49701.726	27.945	8025.035	0.158
102	75	177	Re	-46269.17	27.945	8001.222	0.158
101	76	177	Os	-41949.53	15.718	7972.397	0.089
100	77	177	Ir	-36047.421	19.76	7934.632	0.112
99	78	177	Pt	-29370.489	14.988	7892.489	0.085
98	79	177	Au	-21550.199	12.869	7843.887	0.073
97	80	177	Hg	-12780.882	75.066	7789.922	0.424
96	81	177	Tl	-3327.962	24.999	7732.096	0.141
109	69	178	Tm	-44116#	401#	8016#	2#
108	70	178	Yb	-49698.297	10.325	8042.857	0.058
107	71	178	Lu	-50343.004	2.889	8042.083	0.016
106	72	178	Hf	-52444.262	2.144	8049.493	0.012
105	73	178	Ta	-50507.262	15.152	8034.216	0.085
104	74	178	W	-50415.962	15.284	8029.308	0.086
103	75	178	Re	-45653.453	27.945	7998.157	0.157
102	76	178	Os	-43546.189	16.436	7981.923	0.092
101	77	178	Ir	-36251.884	19.76	7936.549	0.111
100	78	178	Pt	-31998.007	10.823	7908.255	0.061
99	79	178	Au	-22326.122	57.144	7849.524	0.321
98	80	178	Hg	-16316.846	12.878	7811.368	0.072
97	81	178	Tl	-4754#	114#	7742#	1#
96	82	178	Pb	3567.8	24.28	7690.866	0.136
110	69	179	Tm	-41601#	503#	8002#	3#
109	70	179	Yb	-46416#	298#	8025#	2#
108	71	179	Lu	-49064.17	5.458	8035.102	0.03
107	72	179	Hf	-50471.936	2.143	8038.596	0.012
106	73	179	Ta	-50366.314	2.173	8033.636	0.012
105	74	179	W	-49303.561	15.506	8023.328	0.087
104	75	179	Re	-46586.212	24.428	8003.776	0.136
103	76	179	Os	-43020.103	18.076	7979.483	0.101
102	77	179	Ir	-38077.364	10.899	7947.5	0.061
101	78	179	Pt	-32263.781	9.092	7910.651	0.051
100	79	179	Au	-24952.104	16.549	7865.433	0.092
99	80	179	Hg	-16921.649	27.308	7816.199	0.153
98	81	179	Tl	-8300.467	43.18	7763.666	0.241
97	82	179	Pb	2003#	196#	7702#	1#
110	70	180	Yb	-44404#	401#	8014#	2#
109	71	180	Lu	-46685.398	70.743	8022.088	0.393
108	72	180	Hf	-49788.398	2.147	8034.981	0.012
107	73	180	Ta	-48936.195	2.216	8025.9	0.012
106	74	180	W	-49644.477	3.931	8025.488	0.022
105	75	180	Re	-45839.673	21.392	8000.004	0.119
104	76	180	Os	-44358.859	20.301	7987.431	0.113
103	77	180	Ir	-37977.526	21.706	7947.633	0.121
102	78	180	Pt	-34435.958	10.978	7923.611	0.061
101	79	180	Au	-25596.408	21.009	7870.156	0.117
100	80	180	Hg	-20244.723	13.968	7836.078	0.078
99	81	180	Tl	-9403#	116#	7771#	1#
98	82	180	Pb	-1939.209	20.888	7725.688	0.116
111	70	181	Yb	-40846#	401#	7994#	2#
110	71	181	Lu	-44740#	298#	8012#	2#
109	72	181	Hf	-47411.884	2.148	8022.052	0.012
108	73	181	Ta	-48441.634	1.793	8023.418	0.01
107	74	181	W	-48253.952	4.734	8018.059	0.026
106	75	181	Re	-46511.436	12.579	8004.11	0.069
105	76	181	Os	-43552.934	31.671	7983.442	0.175
104	77	181	Ir	-39471.782	25.627	7956.572	0.142
103	78	181	Pt	-34374.658	14.863	7924.088	0.082
102	79	181	Au	-27871.187	19.976	7883.835	0.11
101	80	181	Hg	-20661.178	15.383	7839.679	0.085
100	81	181	Tl	-12801.105	9.357	7791.931	0.052
99	82	181	Pb	-3144.762	90.194	7734.258	0.498
111	71	182	Lu	-41880#	196#	7996#	1#
110	72	182	Hf	-46058.563	6.373	8014.886	0.035
109	73	182	Ta	-46433.254	1.794	8012.647	0.01
108	74	182	W	-48247.518	0.828	8018.316	0.005
107	75	182	Re	-45447.518	101.984	7998.633	0.56
106	76	182	Os	-44609.074	21.745	7989.728	0.119
105	77	182	Ir	-39051.679	20.967	7954.894	0.115
104	78	182	Pt	-36169.301	15.62	7934.758	0.086
103	79	182	Au	-28300.768	20.26	7887.226	0.111
102	80	182	Hg	-23576.146	9.715	7856.968	0.053
101	81	182	Tl	-13351.007	75.93	7796.487	0.417
100	82	182	Pb	-6826.135	14.007	7756.338	0.077
112	71	183	Lu	-39523#	298#	7984#	2#
111	72	183	Hf	-43286.117	30.054	8000.045	0.164
110	73	183	Ta	-45296.117	1.805	8006.753	0.01
109	74	183	W	-46367.023	0.824	8008.33	0.005
108	75	183	Re	-45811.023	8.042	8001.017	0.044
107	76	183	Os	-43662.754	49.797	7985.002	0.272
106	77	183	Ir	-40197.266	25.115	7961.79	0.137
105	78	183	Pt	-35772.441	15.592	7933.336	0.085
104	79	183	Au	-30186.894	10.492	7898.538	0.057
103	80	183	Hg	-23799.819	8.2	7859.361	0.045
102	81	183	Tl	-16587.297	9.749	7815.674	0.053
101	82	183	Pb	-7568.734	28.191	7762.117	0.154
113	71	184	Lu	-36412#	401#	7967#	2#
112	72	184	Hf	-41501.304	39.708	7990.732	0.216
111	73	184	Ta	-42841.304	26.014	7993.763	0.141
110	74	184	W	-45707.304	0.859	8005.087	0.005
109	75	184	Re	-44226.631	4.332	7992.788	0.024
108	76	184	Os	-44256.145	1.304	7988.696	0.007
107	77	184	Ir	-39610.851	27.945	7959.198	0.152
106	78	184	Pt	-37332.183	18.126	7942.562	0.099
105	79	184	Au	-30318.71	22.275	7900.194	0.121
104	80	184	Hg	-26349.123	10.065	7874.368	0.055
103	81	184	Tl	-16885.078	49.317	7818.681	0.268
102	82	184	Pb	-11045.339	14.297	7782.692	0.078
101	83	184	Bi	1047#	126#	7713#	1#
113	72	185	Hf	-38359#	196#	7974#	1#
112	73	185	Ta	-41396.176	14.171	7986.37	0.077
111	74	185	W	-43389.676	0.904	7992.917	0.005
110	75	185	Re	-43822.152	1.193	7991.026	0.006
109	76	185	Os	-42809.355	1.274	7981.323	0.007
108	77	185	Ir	-40335.554	27.945	7963.722	0.151
107	78	185	Pt	-36683.166	40.986	7939.75	0.222
106	79	185	Au	-31866.958	26.028	7909.488	0.141
105	80	185	Hg	-26175.833	15.536	7874.496	0.084
104	81	185	Tl	-19755.772	53.88	7835.564	0.291
103	82	185	Pb	-11541.263	16.175	7786.932	0.087
102	83	185	Bi	-2213#	53#	7732#	0#
114	72	186	Hf	-36431#	298#	7964#	2#
113	73	186	Ta	-38608.542	60.025	7971.84	0.323
112	74	186	W	-42509.542	1.749	7988.607	0.009
111	75	186	Re	-41930.192	1.202	7981.286	0.006
110	76	186	Os	-42999.479	1.38	7982.829	0.007
109	77	186	Ir	-39172.952	16.526	7958.05	0.089
108	78	186	Pt	-37864.474	21.745	7946.809	0.117
107	79	186	Au	-31714.853	20.967	7909.54	0.113
106	80	186	Hg	-28539.309	11.247	7888.261	0.06
105	81	186	Tl	-20190.133	184.436	7839.167	0.992
104	82	186	Pb	-14681.328	11.298	7805.343	0.061
103	83	186	Bi	-3169.291	76.873	7739.245	0.413
115	72	187	Hf	-32984#	401#	7946#	2#
114	73	187	Ta	-36766#	196#	7963#	1#
113	74	187	W	-39904.768	1.748	7975.12	0.009
112	75	187	Re	-41215.714	1.409	7977.947	0.008
111	76	187	Os	-41218.183	1.409	7973.776	0.008
110	77	187	Ir	-39715.774	6.163	7961.558	0.033
109	78	187	Pt	-36712.973	27.945	7941.317	0.149
108	79	187	Au	-33005.122	25.115	7917.305	0.134
107	80	187	Hg	-28117.858	13.924	7886.986	0.074
106	81	187	Tl	-22443.512	8.107	7852.458	0.043
105	82	187	Pb	-14979.941	8.286	7808.363	0.044
104	83	187	Bi	-6373.435	15.354	7758.155	0.082
116	72	188	Hf	-30879#	503#	7936#	3#
115	73	188	Ta	-33813#	196#	7947#	1#
114	74	188	W	-38667.15	3.317	7969.048	0.018
113	75	188	Re	-39016.15	1.414	7966.743	0.008
112	76	188	Os	-41136.426	1.414	7973.86	0.008
111	77	188	Ir	-38328.071	6.994	7954.761	0.037
110	78	188	Pt	-37822.95	5.385	7947.912	0.029
109	79	188	Au	-32300.802	20.387	7914.378	0.108
108	80	188	Hg	-30201.784	11.532	7899.051	0.061
107	81	188	Tl	-22346.744	32.609	7853.108	0.173
106	82	188	Pb	-17815.439	10.626	7824.844	0.057
105	83	188	Bi	-7204.962	49.812	7764.244	0.265
104	84	188	Po	-538.359	19.419	7724.622	0.103
116	73	189	Ta	-31829#	298#	7938#	2#
115	74	189	W	-35477.935	200.172	7952.715	1.059
114	75	189	Re	-37977.935	8.297	7961.804	0.044
113	76	189	Os	-38985.38	1.465	7962.995	0.008
112	77	189	Ir	-38453.064	12.743	7956.039	0.067
111	78	189	Pt	-36483.186	11.175	7941.477	0.059
110	79	189	Au	-33581.955	20.081	7921.987	0.106
109	80	189	Hg	-29630.792	33.413	7896.942	0.177
108	81	189	Tl	-24602.221	10.891	7866.196	0.058
107	82	189	Pb	-17878.165	34.465	7826.48	0.182
106	83	189	Bi	-10061.055	53.953	7780.98	0.285
105	84	189	Po	-1415.347	22.06	7731.096	0.117
117	73	190	Ta	-28662#	401#	7922#	2#
116	74	190	W	-34296.326	164.848	7947.121	0.868
115	75	190	Re	-35566.326	149.248	7949.687	0.786
114	76	190	Os	-38706.326	1.472	7962.096	0.008
113	77	190	Ir	-36751.194	1.715	7947.688	0.009
112	78	190	Pt	-37323.422	5.705	7946.582	0.03
111	79	190	Au	-32881.422	16.048	7919.086	0.084
110	80	190	Hg	-31370.436	15.919	7907.016	0.084
109	81	190	Tl	-24333.279	49.436	7865.86	0.26
108	82	190	Pb	-20416.935	12.139	7841.13	0.064
107	83	190	Bi	-10903.017	184.504	7786.939	0.971
106	84	190	Po	-4563.217	13.41	7749.454	0.071
117	74	191	W	-31112#	196#	7931#	1#
116	75	191	Re	-34348.616	10.321	7943.949	0.054
115	76	191	Os	-36393.733	1.474	7950.56	0.008
114	77	191	Ir	-36706.409	1.668	7948.101	0.009
113	78	191	Pt	-35697.96	4.367	7938.725	0.023
112	79	191	Au	-33809.297	37.032	7924.741	0.194
111	80	191	Hg	-30592.96	22.59	7903.805	0.118
110	81	191	Tl	-26281.028	7.569	7877.134	0.04
109	82	191	Pb	-20246.022	39.123	7841.441	0.205
108	83	191	Bi	-13240.145	7.43	7800.665	0.039
107	84	191	Po	-5053.834	11.004	7753.708	0.058
118	74	192	W	-29649#	596#	7924#	3#
117	75	192	Re	-31708#	196#	7931#	1#
116	76	192	Os	-35880.506	2.556	7948.516	0.013
115	77	192	Ir	-34833.207	1.669	7938.986	0.009
114	78	192	Pt	-36292.864	2.47	7942.514	0.013
113	79	192	Au	-32776.523	15.812	7920.125	0.082
112	80	192	Hg	-32011.418	15.551	7912.065	0.081
111	81	192	Tl	-25872.246	31.671	7876.016	0.165
110	82	192	Pb	-22555.968	12.612	7854.669	0.066
109	83	192	Bi	-13545.828	32.99	7803.666	0.172
108	84	192	Po	-8071.257	11.91	7771.078	0.062
118	75	193	Re	-30302#	196#	7924#	1#
117	76	193	Os	-33392.604	2.561	7936.261	0.013
116	77	193	Ir	-34533.808	1.672	7938.121	0.009
115	78	193	Pt	-34477.014	1.681	7933.773	0.009
114	79	193	Au	-33394.325	10.648	7924.11	0.055
113	80	193	Hg	-31050.961	15.378	7907.914	0.08
112	81	193	Tl	-27318.856	110.848	7884.523	0.574
111	82	193	Pb	-22194.49	49.577	7853.918	0.257
110	83	193	Bi	-15872.871	9.62	7817.11	0.05
109	84	193	Po	-8359.902	34.688	7774.129	0.18
108	85	193	At	-146.14	54.286	7727.518	0.281
119	75	194	Re	-27554#	298#	7911#	2#
118	76	194	Os	-32432.681	2.609	7932.01	0.013
117	77	194	Ir	-32529.281	1.676	7928.475	0.009
116	78	194	Pt	-34763.121	0.884	7935.957	0.005
115	79	194	Au	-32262.062	10.203	7919.032	0.053
114	80	194	Hg	-32192.983	12.535	7914.643	0.065
113	81	194	Tl	-26827.027	135.067	7882.951	0.696
112	82	194	Pb	-24207.6	17.466	7865.416	0.09
111	83	194	Bi	-15990.063	49.183	7819.025	0.254
110	84	194	Po	-11005.037	12.569	7789.296	0.065
109	85	194	At	-1187.575	185.63	7734.658	0.957
119	76	195	Os	-29689.824	500.003	7918.658	2.564
118	77	195	Ir	-31689.824	1.677	7924.902	0.009
117	78	195	Pt	-32796.847	0.877	7926.567	0.005
116	79	195	Au	-32570.023	1.329	7921.392	0.007
115	80	195	Hg	-31000.015	23.145	7909.329	0.119
114	81	195	Tl	-28155.026	13.796	7890.727	0.071
113	82	195	Pb	-23713.927	23.367	7863.94	0.12
112	83	195	Bi	-18023.722	5.589	7830.748	0.029
111	84	195	Po	-11074.785	39.279	7791.1	0.201
110	85	195	At	-3476.244	9.056	7748.121	0.046
109	86	195	Rn	5065.181	51.197	7700.307	0.263
120	76	196	Os	-28280.779	40.121	7912.248	0.205
119	77	196	Ir	-29438.431	38.421	7914.163	0.196
118	78	196	Pt	-32647.448	0.868	7926.544	0.004
117	79	196	Au	-31140.018	2.972	7914.861	0.015
116	80	196	Hg	-31826.683	2.942	7914.373	0.015
115	81	196	Tl	-27496.631	12.109	7888.289	0.062
114	82	196	Pb	-25360.754	14.279	7873.4	0.073
113	83	196	Bi	-18009.031	24.428	7831.9	0.125
112	84	196	Po	-13474.451	12.978	7804.773	0.066
111	85	196	At	-3923.38	59.903	7752.051	0.306
110	86	196	Rn	1970.318	15.042	7717.99	0.077
120	77	197	Ir	-28267.783	20.241	7909.018	0.103
119	78	197	Pt	-30422.425	0.83	7915.984	0.004
118	79	197	Au	-31141.091	0.602	7915.661	0.003
117	80	197	Hg	-30540.979	3.203	7908.643	0.016
116	81	197	Tl	-28341.16	16.304	7893.505	0.083
115	82	197	Pb	-24748.749	5.59	7871.298	0.028
114	83	197	Bi	-19687.634	8.439	7841.636	0.043
113	84	197	Po	-13357.968	49.745	7805.535	0.253
112	85	197	At	-6344.205	50.917	7765.96	0.258
111	86	197	Rn	1475.814	60.854	7722.294	0.309
121	77	198	Ir	-25821#	196#	7897#	1#
120	78	198	Pt	-29907.673	3.113	7914.169	0.016
119	79	198	Au	-29582.104	0.596	7908.573	0.003
118	80	198	Hg	-30954.447	0.337	7911.553	0.002
117	81	198	Tl	-27494.447	80.001	7890.127	0.404
116	82	198	Pb	-26050.199	14.578	7878.882	0.074
115	83	198	Bi	-19369.486	27.945	7841.189	0.141
114	84	198	Po	-15473.405	17.44	7817.561	0.088
113	85	198	At	-6672.103	49.234	7769.159	0.249
112	86	198	Rn	-1230.817	13.091	7737.726	0.066
122	77	199	Ir	-24400.873	41.118	7891.218	0.207
121	78	199	Pt	-27392.356	3.153	7902.319	0.016
120	79	199	Au	-29095.035	0.604	7906.943	0.003
119	80	199	Hg	-29547.053	0.365	7905.284	0.002
118	81	199	Tl	-28059.394	27.945	7893.876	0.14
117	82	199	Pb	-25227.978	26.423	7875.717	0.133
116	83	199	Bi	-20798.434	11.847	7849.526	0.06
115	84	199	Po	-15214.964	23.456	7817.537	0.118
114	85	199	At	-8819.148	50.311	7781.466	0.253
113	86	199	Rn	-1518.058	63.583	7740.846	0.32
112	87	199	Fr	6760.921	41.814	7695.312	0.21
122	78	200	Pt	-26602.838	20.241	7899.216	0.101
121	79	200	Au	-27268.884	49.748	7898.635	0.249
120	80	200	Hg	-29504.137	0.379	7905.899	0.002
119	81	200	Tl	-27048.096	5.747	7889.707	0.029
118	82	200	Pb	-26243.283	10.938	7881.771	0.055
117	83	200	Bi	-20370.07	24.027	7848.494	0.12
116	84	200	Po	-16954.491	14.417	7827.504	0.072
115	85	200	At	-8987.739	24.468	7783.758	0.122
114	86	200	Rn	-4006.076	13.226	7754.938	0.066
113	87	200	Fr	6122.235	78.028	7700.385	0.39
123	78	201	Pt	-23741.111	50.102	7885.835	0.249
122	79	201	Au	-26401.111	3.193	7895.176	0.016
121	80	201	Hg	-27663.259	0.595	7897.564	0.003
120	81	201	Tl	-27182.028	15.054	7891.277	0.075
119	82	201	Pb	-25257.915	22.355	7877.812	0.111
118	83	201	Bi	-21415.944	15.16	7854.806	0.075
117	84	201	Po	-16524.923	5.848	7826.58	0.029
116	85	201	At	-10789.496	8.284	7794.153	0.041
115	86	201	Rn	-4072.179	70.531	7756.841	0.351
114	87	201	Fr	3596.375	71.362	7714.797	0.355
124	78	202	Pt	-22598#	298#	7881#	1#
123	79	202	Au	-24399.705	166.411	7886.14	0.824
122	80	202	Hg	-27345.859	0.591	7896.852	0.003
121	81	202	Tl	-25983.272	14.755	7886.234	0.073
120	82	202	Pb	-25933.6	8.178	7882.115	0.04
119	83	202	Bi	-20732.892	20.387	7852.496	0.101
118	84	202	Po	-17924.235	14.677	7834.719	0.073
117	85	202	At	-10590.867	27.978	7794.542	0.139
116	86	202	Rn	-6275.017	17.543	7769.303	0.087
115	87	202	Fr	3141.787	49.491	7718.812	0.245
114	88	202	Ra	9213.115	62.598	7684.883	0.31
124	79	203	Au	-23143.394	3.058	7880.864	0.015
123	80	203	Hg	-25269.119	1.689	7887.482	0.008
122	81	203	Tl	-25761.192	1.272	7886.052	0.006
121	82	203	Pb	-24786.57	6.528	7877.397	0.032
120	83	203	Bi	-21539.866	21.633	7857.549	0.107
119	84	203	Po	-17307.062	25.946	7832.844	0.128
118	85	203	At	-12163.464	11.817	7803.652	0.058
117	86	203	Rn	-6160.261	23.567	7770.226	0.116
116	87	203	Fr	861.303	15.835	7731.783	0.078
115	88	203	Ra	8636.458	80.888	7689.628	0.398
125	79	204	Au	-20750#	200#	7870#	1#
124	80	204	Hg	-24690.242	0.339	7885.545	0.002
