N	Z	A	EL	MASS EXCESS       BINDING ENERGY/A
				(keV)		(keV)	
87	70	157	Yb	-53421.898	10.92	8062.767	0.07
86	71	157	Lu	-46440.523	12.078	8013.317	0.077
85	72	157	Hf	-38903#	196#	7960#	1#
84	73	157	Ta	-29593.33	150.069	7896.043	0.956
83	74	157	W	-19470#	400#	7827#	3#
100	58	158	Ce	-36660#	400#	8016#	3#
99	59	158	Pr	-44330#	300#	8060#	2#
98	60	158	Nd	-54055#	200#	8116#	1#
97	61	158	Pm	-59089.209	13.453	8143.254	0.085
96	62	158	Sm	-65250.243	4.892	8177.297	0.031
95	63	158	Eu	-67255.188	10.255	8185.035	0.065
94	64	158	Gd	-70689.546	1.189	8201.819	0.008
93	65	158	Tb	-69470.668	1.401	8189.153	0.009
92	66	158	Dy	-70407.349	2.365	8190.13	0.015
91	67	158	Ho	-66187.593	27.108	8158.471	0.172
90	68	158	Er	-65303.808	25.219	8147.926	0.16
89	69	158	Tm	-58703.194	25.219	8101.199	0.16
88	70	158	Yb	-56010.237	7.994	8079.203	0.051
87	71	158	Lu	-47212.19	15.125	8018.568	0.096
86	72	158	Hf	-42102.39	17.494	7981.276	0.111
85	73	158	Ta	-31167#	196#	7907#	1#
84	74	158	W	-23633#	300#	7854#	2#
100	59	159	Pr	-41088#	400#	8039#	3#
99	60	159	Nd	-49807#	300#	8089#	2#
98	61	159	Pm	-56554.28	10.039	8126.859	0.063
97	62	159	Sm	-62207.775	5.934	8157.495	0.037
96	63	159	Eu	-66043.285	4.325	8176.697	0.027
95	64	159	Gd	-68561.436	1.192	8187.614	0.007
94	65	159	Tb	-69532.363	1.256	8188.8	0.008
93	66	159	Dy	-69167.134	1.528	8181.583	0.01
92	67	159	Ho	-67329.534	3.088	8165.105	0.019
91	68	159	Er	-64561.034	3.679	8142.773	0.023
90	69	159	Tm	-60570.398	27.945	8112.754	0.176
89	70	159	Yb	-55838.606	17.794	8078.074	0.112
88	71	159	Lu	-49708.604	37.663	8034.6	0.237
87	72	159	Hf	-42852.6	16.813	7986.56	0.106
86	73	159	Ta	-34439.148	19.689	7928.725	0.124
85	74	159	W	-25295#	298#	7866#	2#
84	75	159	Re	-14745#	305#	7795#	2#
101	59	160	Pr	-36520#	400#	8011#	2#
100	60	160	Nd	-47134#	300#	8073#	2#
99	61	160	Pm	-53002#	200#	8104#	1#
98	62	160	Sm	-60234.793	5.934	8144.625	0.037
97	63	160	Eu	-63480.463	9.501	8160.021	0.059
96	64	160	Gd	-67941.741	1.278	8183.014	0.008
95	65	160	Tb	-67836.257	1.262	8177.465	0.008
94	66	160	Dy	-69672.73	0.772	8184.054	0.005
93	67	160	Ho	-66382.73	15.02	8158.602	0.094
92	68	160	Er	-66064.228	24.254	8151.721	0.152
91	69	160	Tm	-60302.028	34.262	8110.818	0.214
90	70	160	Yb	-58162.706	7.233	8092.557	0.045
89	71	160	Lu	-50269.937	56.821	8038.338	0.355
88	72	160	Hf	-45938.943	9.541	8006.38	0.06
87	73	160	Ta	-35823.695	54.316	7938.27	0.339
86	74	160	W	-29326.455	149.827	7892.772	0.936
85	75	160	Re	-16739#	298#	7809#	2#
101	60	161	Nd	-42588#	400#	8044#	2#
100	61	161	Pm	-50235#	298#	8087#	2#
99	62	161	Sm	-56671.962	6.817	8122.041	0.042
98	63	161	Eu	-61791.524	10.399	8148.98	0.065
97	64	161	Gd	-65505.824	1.622	8167.191	0.01
96	65	161	Tb	-67461.589	1.35	8174.479	0.008
95	66	161	Dy	-68055.801	0.768	8173.31	0.005
94	67	161	Ho	-67197.27	2.242	8163.119	0.014
93	68	161	Er	-65201.608	8.78	8145.864	0.055
92	69	161	Tm	-61898.708	27.945	8120.49	0.174
91	70	161	Yb	-57839.4	15.354	8090.417	0.095
90	71	161	Lu	-52562.344	27.945	8052.781	0.174
89	72	161	Hf	-46314.672	22.551	8009.117	0.14
88	73	161	Ta	-38778.997	24.382	7957.452	0.151
87	74	161	W	-30555#	196#	7902#	1#
86	75	161	Re	-20840.203	149.922	7836.312	0.931
85	76	161	Os	-9979#	400#	7764#	2#
102	60	162	Nd	-39550#	400#	8026#	2#
101	61	162	Pm	-46370#	300#	8063#	2#
100	62	162	Sm	-54530#	196#	8109#	1#
99	63	162	Eu	-58703.401	35.229	8129.438	0.217
98	64	162	Gd	-64280.401	4.009	8159.035	0.025
97	65	162	Tb	-65675.958	36.372	8162.82	0.225
96	66	162	Dy	-68181.478	0.767	8173.457	0.005
95	67	162	Ho	-66041.541	3.166	8155.418	0.02
94	68	162	Er	-66334.519	0.822	8152.397	0.005
93	69	162	Tm	-61477.791	26.06	8117.588	0.161
92	70	162	Yb	-59826.347	15.359	8102.565	0.095
91	71	162	Lu	-52831.753	75.036	8054.559	0.463
90	72	162	Hf	-49169.008	8.968	8027.12	0.055
89	73	162	Ta	-39780.194	52.238	7964.335	0.322
88	74	162	W	-33999.207	17.658	7923.821	0.109
87	75	162	Re	-22501#	196#	7848#	1#
86	76	162	Os	-14440#	300#	7793#	2#
102	61	163	Pm	-43249#	400#	8044#	2#
101	62	163	Sm	-50720#	298#	8085#	2#
100	63	163	Eu	-56484.886	65.544	8115.471	0.402
99	64	163	Gd	-61313.886	8.426	8140.297	0.052
98	65	163	Tb	-64596.071	4.073	8155.633	0.025
97	66	163	Dy	-66381.17	0.765	8161.785	0.005
96	67	163	Ho	-66378.335	0.765	8156.968	0.005
95	68	163	Er	-65167.723	4.639	8144.741	0.028
94	69	163	Tm	-62728.723	5.524	8124.979	0.034
93	70	163	Yb	-59299.094	15.364	8099.138	0.094
92	71	163	Lu	-54791.409	27.945	8066.684	0.171
91	72	163	Hf	-49263.682	24.778	8027.972	0.152
90	73	163	Ta	-42534.629	38.061	7981.89	0.234
89	74	163	W	-34908.193	52.751	7930.302	0.324
88	75	163	Re	-26002.244	18.534	7870.865	0.114
87	76	163	Os	-16192#	298#	7806#	2#
103	61	164	Pm	-38870#	400#	8017#	2#
102	62	164	Sm	-48102#	298#	8069#	2#
101	63	164	Eu	-53381#	114#	8096#	1#
100	64	164	Gd	-59774#	102#	8130#	1#
99	65	164	Tb	-62077.965	100.003	8139.765	0.61
98	66	164	Dy	-65967.965	0.767	8158.714	0.005
97	67	164	Ho	-64981.503	1.528	8147.929	0.009
96	68	164	Er	-65942.89	0.775	8149.02	0.005
95	69	164	Tm	-61904.035	24.394	8119.623	0.149
94	70	164	Yb	-61017.418	15.369	8109.446	0.094
93	71	164	Lu	-54642.37	27.945	8065.804	0.17
92	72	164	Hf	-51818.505	15.82	8043.814	0.096
91	73	164	Ta	-43282.8	27.945	7986.997	0.17
90	74	164	W	-38235.759	9.674	7951.452	0.059
89	75	164	Re	-27472.436	54.555	7881.052	0.333
88	76	164	Os	-20422.106	149.919	7833.291	0.914
87	77	164	Ir	-7344#	314#	7749#	2#
103	62	165	Sm	-43808#	401#	8043#	2#
102	63	165	Eu	-50724#	138#	8080#	1#
101	64	165	Gd	-56453#	121#	8110#	1#
100	65	165	Tb	-60566#	102#	8130#	1#
99	66	165	Dy	-63612.606	0.769	8143.909	0.005
98	67	165	Ho	-64899.006	1.01	8146.964	0.006
97	68	165	Er	-64521.61	0.964	8139.936	0.006
96	69	165	Tm	-62929.621	1.671	8125.546	0.01
95	70	165	Yb	-60295.382	26.539	8104.839	0.161
94	71	165	Lu	-56442.242	26.539	8076.745	0.161
93	72	165	Hf	-51635.507	27.945	8042.872	0.169
92	73	165	Ta	-45847.853	13.863	8003.054	0.084
91	74	165	W	-38861.022	24.977	7955.968	0.151
90	75	165	Re	-30659.776	23.594	7901.522	0.143
89	76	165	Os	-21795#	196#	7843#	1#
88	77	165	Ir	-11593#	158#	7776#	1#
104	62	166	Sm	-40730#	400#	8024#	2#
103	63	166	Eu	-47208#	358#	8059#	2#
102	64	166	Gd	-54530#	196#	8098#	1#
101	65	166	Tb	-57884.789	70.005	8113.68	0.422
100	66	166	Dy	-62584.789	0.867	8137.28	0.005
99	67	166	Ho	-63071.329	1.01	8135.499	0.006
98	68	166	Er	-64926.042	1.165	8141.959	0.007
97	69	166	Tm	-61888.375	11.606	8118.946	0.07
96	70	166	Yb	-61595.74	7.101	8112.471	0.043
95	71	166	Lu	-56020.981	29.808	8074.175	0.18
94	72	166	Hf	-53858.983	27.945	8056.438	0.168
93	73	166	Ta	-46097.775	27.945	8004.971	0.168
92	74	166	W	-41888.031	9.478	7974.898	0.057
91	75	166	Re	-31893.478	72.31	7909.977	0.436
90	76	166	Os	-25431.517	17.966	7866.336	0.108
89	77	166	Ir	-13354#	196#	7789#	1#
88	78	166	Pt	-4730#	300#	7732#	2#
104	63	167	Eu	-44010#	400#	8040#	2#
103	64	167	Gd	-50813#	298#	8076#	2#
102	65	167	Tb	-55927#	196#	8102#	1#
101	66	167	Dy	-59930.626	60.228	8120.992	0.361
100	67	167	Ho	-62280.626	5.234	8130.379	0.031
99	68	167	Er	-63291.18	1.166	8131.746	0.007
98	69	167	Tm	-62543.641	1.298	8122.585	0.008
97	70	167	Yb	-60590.576	3.981	8106.205	0.024
96	71	167	Lu	-57501.125	31.671	8083.021	0.19
95	72	167	Hf	-53467.756	27.945	8054.184	0.167
94	73	167	Ta	-48351.059	27.945	8018.861	0.167
93	74	167	W	-42098.058	18.261	7976.733	0.109
92	75	167	Re	-34831#	40#	7929#	0#
91	76	167	Os	-26501.993	72.682	7873.974	0.435
90	77	167	Ir	-17072.44	18.346	7812.825	0.11
89	78	167	Pt	-6612#	302#	7746#	2#
105	63	168	Eu	-39740#	500#	8014#	3#
104	64	168	Gd	-48363#	401#	8061#	2#
103	65	168	Tb	-52723#	298#	8082#	2#
102	66	168	Dy	-58559.566	140.009	8112.536	0.833
101	67	168	Ho	-60061.171	30.023	8116.817	0.179
100	68	168	Er	-62991.171	1.168	8129.601	0.007
99	69	168	Tm	-61312.921	1.709	8114.954	0.01
98	70	168	Yb	-61581.901	1.195	8111.898	0.007
97	71	168	Lu	-57067.85	39.266	8080.372	0.234
96	72	168	Hf	-55360.552	27.945	8065.553	0.166
95	73	168	Ta	-48393.908	27.945	8019.428	0.166
94	74	168	W	-44893.109	13.271	7993.933	0.079
93	75	168	Re	-35794.885	30.821	7935.12	0.183
92	76	168	Os	-29995.213	9.904	7895.941	0.059
91	77	168	Ir	-18666.226	55.216	7823.85	0.329
90	78	168	Pt	-11007.46	149.951	7773.605	0.893
105	64	169	Gd	-44153#	503#	8036#	3#
104	65	169	Tb	-50329#	298#	8068#	2#
103	66	169	Dy	-55597.177	300.67	8094.763	1.779
102	67	169	Ho	-58797.177	20.06	8109.068	0.119
101	68	169	Er	-60923.104	1.179	8117.019	0.007
100	69	169	Tm	-61275.212	0.812	8114.473	0.005
99	70	169	Yb	-60377.563	1.205	8104.532	0.007
98	71	169	Lu	-58084.563	3.233	8086.335	0.019
97	72	169	Hf	-54716.889	27.945	8061.778	0.165
96	73	169	Ta	-50290.43	27.945	8030.957	0.165
95	74	169	W	-44917.873	15.436	7994.537	0.091
94	75	169	Re	-38409.232	11.374	7951.395	0.067
93	76	169	Os	-30722.691	25.167	7901.284	0.149
92	77	169	Ir	-22093.839	23.308	7845.596	0.138
91	78	169	Pt	-12512#	196#	7784#	1#
90	79	169	Au	-1788#	298#	7716#	2#
106	64	170	Gd	-41380#	596#	8020#	4#
105	65	170	Tb	-46724#	401#	8047#	2#
104	66	170	Dy	-53663#	196#	8083#	1#
103	67	170	Ho	-56238.681	50.024	8093.796	0.294
102	68	170	Er	-60108.681	1.546	8111.959	0.009
101	69	170	Tm	-59795.853	0.801	8105.517	0.005
100	70	170	Yb	-60763.919	0.01	8106.609	0
99	71	170	Lu	-57306.224	16.843	8081.668	0.099
98	72	170	Hf	-56253.854	27.945	8070.875	0.164
97	73	170	Ta	-50137.665	27.945	8030.296	0.164
96	74	170	W	-47290.832	13.195	8008.948	0.078
95	75	170	Re	-38913.193	23.109	7955.065	0.136
94	76	170	Os	-33926.247	9.773	7921.128	0.057
93	77	170	Ir	-23360#	89#	7854#	1#
92	78	170	Pt	-16299.193	18.247	7808.236	0.107
91	79	170	Au	-3752#	196#	7730#	1#
106	65	171	Tb	-44032#	503#	8031#	3#
105	66	171	Dy	-50189#	298#	8063#	2#
104	67	171	Ho	-54518.956	600.002	8083.608	3.509
103	68	171	Er	-57718.956	1.557	8097.746	0.009
102	69	171	Tm	-59210.298	0.972	8101.893	0.006
101	70	171	Yb	-59306.81	0.013	8097.882	0
100	71	171	Lu	-57828.395	1.862	8084.661	0.011
99	72	171	Hf	-55431.345	28.876	8066.068	0.169
98	73	171	Ta	-51720.273	27.945	8039.791	0.163
97	74	171	W	-47086.09	27.945	8008.115	0.163
96	75	171	Re	-41250.28	27.945	7969.412	0.163
95	76	171	Os	-34301.942	17.823	7924.204	0.104
94	77	171	Ir	-26412.025	38.466	7873.489	0.225
93	78	171	Pt	-17469.702	72.747	7816.619	0.425
92	79	171	Au	-7562.295	20.713	7754.106	0.121
91	80	171	Hg	3480#	303#	7685#	2#
107	65	172	Tb	-39850#	503#	8007#	3#
106	66	172	Dy	-48009#	298#	8050#	2#
105	67	172	Ho	-51484#	196#	8066#	1#
104	68	172	Er	-56483.612	4.008	8090.41	0.023
103	69	172	Tm	-57374.379	5.503	8091.041	0.032
102	70	172	Yb	-59255.446	0.014	8097.429	0
101	71	172	Lu	-56735.98	2.336	8078.232	0.014
100	72	172	Hf	-56402.226	24.428	8071.743	0.142
99	73	172	Ta	-51329.977	27.945	8037.705	0.162
98	74	172	W	-49097.186	27.945	8020.175	0.162
97	75	172	Re	-41537.106	38.995	7971.672	0.227
96	76	172	Os	-37243.842	12.782	7942.163	0.074
95	77	172	Ir	-27379.369	32.402	7880.263	0.188
94	78	172	Pt	-21106.92	10.377	7839.247	0.06
93	79	172	Au	-9318.006	56.158	7766.158	0.326
92	80	172	Hg	-1058.744	150.079	7713.591	0.873
107	66	173	Dy	-43939#	401#	8027#	2#
106	67	173	Ho	-49351#	298#	8054#	2#
105	68	173	Er	-53654#	196#	8074#	1#
104	69	173	Tm	-56256.059	4.4	8084.463	0.025
103	70	173	Yb	-57551.225	0.011	8087.427	0
102	71	173	Lu	-56880.916	1.567	8079.03	0.009
101	72	173	Hf	-55411.784	27.945	8066.016	0.162
100	73	173	Ta	-52396.538	27.945	8044.064	0.162
99	74	173	W	-48727.383	27.945	8018.333	0.162
98	75	173	Re	-43553.865	27.945	7983.906	0.162
97	76	173	Os	-37438.257	14.959	7944.033	0.086
96	77	173	Ir	-30268.435	11.026	7898.067	0.064
95	78	173	Pt	-21942.911	55.977	7845.42	0.324
94	79	173	Au	-12832.44	22.784	7788.237	0.132
93	80	173	Hg	-2710#	196#	7725#	1#
108	66	174	Dy	-41370#	503#	8012#	3#
107	67	174	Ho	-45690#	298#	8033#	2#
106	68	174	Er	-51949#	298#	8064#	2#
105	69	174	Tm	-53864.512	44.721	8070.642	0.257
104	70	174	Yb	-56944.512	0.011	8083.847	0
103	71	174	Lu	-55570.195	1.567	8071.453	0.009
102	72	174	Hf	-55844.481	2.259	8068.533	0.013
101	73	174	Ta	-51740.766	27.945	8040.452	0.161
100	74	174	W	-50227.088	27.945	8027.256	0.161
99	75	174	Re	-43673.096	27.945	7985.094	0.161
98	76	174	Os	-39995.416	10.254	7959.461	0.059
97	77	174	Ir	-30863.492	24.322	7902.483	0.14
96	78	174	Pt	-25318.163	10.351	7866.117	0.059
95	79	174	Au	-14235#	89#	7798#	1#
94	80	174	Hg	-6641.009	19.211	7749.784	0.11
108	67	175	Ho	-43203#	401#	8019#	2#
107	68	175	Er	-48652#	401#	8045#	2#
106	69	175	Tm	-52310.549	50	8061.766	0.286
105	70	175	Yb	-54695.549	0.071	8070.925	0
104	71	175	Lu	-55165.582	1.207	8069.14	0.007
103	72	175	Hf	-54481.662	2.282	8060.761	0.013
102	73	175	Ta	-52408.647	27.945	8044.445	0.16
101	74	175	W	-49632.795	27.945	8024.112	0.16
100	75	175	Re	-45288.307	27.945	7994.816	0.16
99	76	175	Os	-40105.376	11.775	7960.729	0.067
98	77	175	Ir	-33394.506	12.384	7917.91	0.071
97	78	175	Pt	-25713.466	18.185	7869.548	0.104
96	79	175	Au	-17403.955	38.64	7817.595	0.221
95	80	175	Hg	-7972.576	72.896	7759.231	0.417
109	67	176	Ho	-39290#	503#	7997#	3#
108	68	176	Er	-46631#	401#	8034#	2#
107	69	176	Tm	-49371.314	100	8045.121	0.568
106	70	176	Yb	-53491.314	0.015	8064.085	0
105	71	176	Lu	-53382.236	1.212	8059.02	0.007
104	72	176	Hf	-54576.321	1.481	8061.359	0.008
103	73	176	Ta	-51365.374	30.739	8038.67	0.175
102	74	176	W	-50641.603	27.945	8030.112	0.159
101	75	176	Re	-45062.885	27.945	7993.97	0.159
100	76	176	Os	-42097.94	27.945	7972.679	0.159
99	77	176	Ir	-33878.326	16.75	7921.531	0.095
98	78	176	Pt	-28933.867	12.724	7888.992	0.072
97	79	176	Au	-18520.963	33.185	7825.383	0.189
96	80	176	Hg	-11784.95	11.119	7782.665	0.063
95	81	176	Tl	581.594	75.086	7707.955	0.427
109	68	177	Er	-42858#	503#	8013#	3#
108	69	177	Tm	-47469#	298#	8035#	2#
107	70	177	Yb	-50986.397	0.22	8049.973	0.001
106	71	177	Lu	-52383.806	1.22	8053.448	0.007
105	72	177	Hf	-52880.616	1.408	8051.835	0.008
104	73	177	Ta	-51714.616	3.314	8040.827	0.019
103	74	177	W	-49701.726	27.945	8025.035	0.158
102	75	177	Re	-46269.17	27.945	8001.222	0.158
101	76	177	Os	-41956.462	14.613	7972.436	0.083
100	77	177	Ir	-36047.421	19.76	7934.632	0.112
99	78	177	Pt	-29370.444	14.988	7892.489	0.085
98	79	177	Au	-21545.103	10.496	7843.858	0.059
97	80	177	Hg	-12782.542	75.056	7789.932	0.424
96	81	177	Tl	-3340.526	21.629	7732.167	0.122
110	68	178	Er	-40260#	596#	7999#	3#
109	69	178	Tm	-44116#	401#	8016#	2#
108	70	178	Yb	-49695.475	10	8042.841	0.056
107	71	178	Lu	-50337.784	2.251	8042.054	0.013
106	72	178	Hf	-52435.236	1.412	8049.442	0.008
105	73	178	Ta	-50598#	52#	8035#	0#
104	74	178	W	-50406.936	15.199	8029.257	0.085
103	75	178	Re	-45653.453	27.945	7998.157	0.157
102	76	178	Os	-43544.27	13.632	7981.912	0.077
101	77	178	Ir	-36251.884	19.76	7936.549	0.111
100	78	178	Pt	-31997.519	10.133	7908.252	0.057
99	79	178	Au	-22303.743	10.086	7849.398	0.057
98	80	178	Hg	-16315.901	10.77	7811.363	0.061
97	81	178	Tl	-4790#	89#	7742#	1#
96	82	178	Pb	3574.294	23.963	7690.83	0.135
110	69	179	Tm	-41601#	503#	8002#	3#
109	70	179	Yb	-46537#	196#	8025#	1#
108	71	179	Lu	-49058.918	5.15	8035.073	0.029
107	72	179	Hf	-50462.907	1.413	8038.546	0.008
106	73	179	Ta	-50357.323	1.463	8033.585	0.008
105	74	179	W	-49295.127	14.573	8023.281	0.081
104	75	179	Re	-46584.28	24.639	8003.766	0.138
103	76	179	Os	-43019.495	16.504	7979.48	0.092
102	77	179	Ir	-38081.714	9.771	7947.524	0.055
101	78	179	Pt	-32268.145	7.977	7910.675	0.045
100	79	179	Au	-24988.567	11.696	7865.637	0.065
99	80	179	Hg	-16928.134	27.267	7816.236	0.152
98	81	179	Tl	-8268.495	38.793	7763.487	0.217
97	82	179	Pb	2050.639	75.59	7701.468	0.422
111	69	180	Tm	-37920#	503#	7982#	3#
110	70	180	Yb	-44600#	298#	8015#	2#
109	71	180	Lu	-46676.348	70.725	8022.038	0.393
108	72	180	Hf	-49779.348	1.419	8034.93	0.008
107	73	180	Ta	-48932.877	1.939	8025.881	0.011
106	74	180	W	-49636.115	1.436	8025.442	0.008
105	75	180	Re	-45837.359	21.392	7999.991	0.119
104	76	180	Os	-44357.81	16.391	7987.425	0.091
103	77	180	Ir	-37977.526	21.706	7947.633	0.121
102	78	180	Pt	-34435.877	10.974	7923.611	0.061
101	79	180	Au	-25625.509	4.786	7870.318	0.027
100	80	180	Hg	-20250.447	12.649	7836.11	0.07
99	81	180	Tl	-9386.647	60.01	7771.409	0.333
98	82	180	Pb	-1941.38	12.396	7725.7	0.069
112	69	181	Tm	-35170#	596#	7967#	3#
111	70	181	Yb	-41088#	298#	7996#	2#
110	71	181	Lu	-44797.41	125.752	8011.929	0.695
109	72	181	Hf	-47402.831	1.42	8022.002	0.008
108	73	181	Ta	-48438.311	1.403	8023.4	0.008
107	74	181	W	-48233.818	1.445	8017.948	0.008
106	75	181	Re	-46517.391	12.549	8004.143	0.069
105	76	181	Os	-43549.963	25.338	7983.426	0.14
104	77	181	Ir	-39463.028	5.245	7956.523	0.029
103	78	181	Pt	-34381.511	13.689	7924.126	0.076
102	79	181	Au	-27871.136	19.976	7883.835	0.11
101	80	181	Hg	-20661.136	15.382	7839.679	0.085
100	81	181	Tl	-12798.735	9.108	7791.918	0.05
99	82	181	Pb	-3117.35	75.411	7734.107	0.417
112	70	182	Yb	-38820#	401#	7984#	2#
111	71	182	Lu	-41880#	196#	7996#	1#
110	72	182	Hf	-46049.508	6.165	8014.837	0.034
109	73	182	Ta	-46429.934	1.405	8012.628	0.008
108	74	182	W	-48246.06	0.738	8018.308	0.004
107	75	182	Re	-45446.06	101.983	7998.625	0.56
106	76	182	Os	-44609.104	21.745	7989.728	0.119
105	77	182	Ir	-39051.679	20.967	7954.894	0.115
104	78	182	Pt	-36168.449	13.095	7934.754	0.072
103	79	182	Au	-28300.768	20.26	7887.226	0.111
102	80	182	Hg	-23576.922	9.79	7856.972	0.054
101	81	182	Tl	-13327.927	11.839	7796.36	0.065
100	82	182	Pb	-6825.112	12.098	7756.332	0.066
113	70	183	Yb	-35100#	401#	7964#	2#
112	71	183	Lu	-39716.11	80.108	7984.812	0.438
111	72	183	Hf	-43282.796	30.034	8000.027	0.164
110	73	183	Ta	-45292.796	1.419	8006.735	0.008
109	74	183	W	-46365.58	0.737	8008.322	0.004
108	75	183	Re	-45809.58	8.034	8001.009	0.044
107	76	183	Os	-43664.043	49.76	7985.01	0.272
106	77	183	Ir	-40203.311	24.398	7961.823	0.133
105	78	183	Pt	-35772.487	15.533	7933.336	0.085
104	79	183	Au	-30191.483	9.423	7898.564	0.051
103	80	183	Hg	-23804.674	7.084	7859.388	0.039
102	81	183	Tl	-16587.257	9.331	7815.673	0.051
101	82	183	Pb	-7575.218	28.151	7762.152	0.154
114	70	184	Yb	-32540#	503#	7951#	3#
113	71	184	Lu	-36412#	298#	7967#	2#
112	72	184	Hf	-41499.373	39.706	7990.722	0.216
111	73	184	Ta	-42839.373	26.01	7993.752	0.141
110	74	184	W	-45705.373	0.731	8005.077	0.004
109	75	184	Re	-44219.634	4.275	7992.75	0.023
108	76	184	Os	-44252.533	0.827	7988.677	0.005
107	77	184	Ir	-39610.851	27.945	7959.198	0.152
106	78	184	Pt	-37334.243	15.584	7942.574	0.085
105	79	184	Au	-30318.71	22.275	7900.194	0.121
104	80	184	Hg	-26348.965	10.062	7874.367	0.055
103	81	184	Tl	-16883.242	10.02	7818.671	0.054
102	82	184	Pb	-11051.522	12.806	7782.725	0.07
101	83	184	Bi	1063.068	78.11	7712.633	0.425
115	70	185	Yb	-28500#	503#	7929#	3#
114	71	185	Lu	-33888#	298#	7954#	2#
113	72	185	Hf	-38319.8	64.273	7973.97	0.347
112	73	185	Ta	-41394.293	14.161	7986.36	0.077
111	74	185	W	-43387.793	0.733	7992.907	0.004
110	75	185	Re	-43819.027	0.818	7991.009	0.004
109	76	185	Os	-42805.88	0.83	7981.304	0.004
108	77	185	Ir	-40335.553	27.945	7963.722	0.151
107	78	185	Pt	-36688.14	25.832	7939.777	0.14
106	79	185	Au	-31858.143	2.608	7909.44	0.014
105	80	185	Hg	-26183.666	13.639	7874.538	0.074
104	81	185	Tl	-19757.741	20.674	7835.575	0.112
103	82	185	Pb	-11541.22	16.175	7786.932	0.087
102	83	185	Bi	-2236#	81#	7732#	0#
115	71	186	Lu	-30210#	401#	7935#	2#
114	72	186	Hf	-36424.21	51.232	7964.302	0.275
113	73	186	Ta	-38607.528	60.012	7971.835	0.323
112	74	186	W	-42508.528	1.212	7988.601	0.007
111	75	186	Re	-41927.086	0.826	7981.269	0.004
110	76	186	Os	-42999.943	0.761	7982.831	0.004
109	77	186	Ir	-39172.346	16.526	7958.047	0.089
108	78	186	Pt	-37864.443	21.745	7946.809	0.117
107	79	186	Au	-31714.852	20.967	7909.54	0.113
106	80	186	Hg	-28539.097	11.65	7888.26	0.063
105	81	186	Tl	-19886.613	22.356	7837.535	0.12
104	82	186	Pb	-14682.026	11.363	7805.347	0.061
103	83	186	Bi	-3146.212	16.857	7739.121	0.091
102	84	186	Po	4100.974	18.286	7695.951	0.098
116	71	187	Lu	-27580#	401#	7922#	2#
115	72	187	Hf	-32817#	298#	7946#	2#
114	73	187	Ta	-36895.546	55.89	7963.212	0.299
113	74	187	W	-39903.97	1.212	7975.116	0.006
112	75	187	Re	-41216.478	0.736	7977.951	0.004
111	76	187	Os	-41218.945	0.736	7973.78	0.004
110	77	187	Ir	-39549.372	27.945	7960.668	0.149
109	78	187	Pt	-36685.05	24.048	7941.168	0.129
108	79	187	Au	-33027.838	22.308	7917.427	0.119
107	80	187	Hg	-28117.93	13.905	7886.987	0.074
106	81	187	Tl	-22444.587	8.048	7852.464	0.043
105	82	187	Pb	-14986.959	5.094	7808.4	0.027
104	83	187	Bi	-6383.271	10.005	7758.208	0.054
103	84	187	Po	2828.597	31.898	7704.763	0.171
117	71	188	Lu	-23790#	503#	7902#	3#
116	72	188	Hf	-30879#	298#	7936#	2#
115	73	188	Ta	-33612.03	54.958	7946.321	0.292
114	74	188	W	-38667.811	3.089	7969.052	0.016
113	75	188	Re	-39016.811	0.738	7966.747	0.004
112	76	188	Os	-41137.233	0.734	7973.864	0.004
111	77	188	Ir	-38344.907	9.423	7954.85	0.05
110	78	188	Pt	-37820.929	5.304	7947.902	0.028
109	79	188	Au	-32371.308	2.701	7914.753	0.014
108	80	188	Hg	-30201.914	12.275	7899.052	0.065
107	81	188	Tl	-22336.4	29.904	7853.053	0.159
106	82	188	Pb	-17815.202	10.622	7824.843	0.057
105	83	188	Bi	-7194.687	11.187	7764.189	0.06
104	84	188	Po	-544.313	19.973	7724.653	0.106
117	72	189	Hf	-27162#	298#	7917#	2#
116	73	189	Ta	-31829#	196#	7938#	1#
115	74	189	W	-35617.536	40.054	7953.454	0.212
114	75	189	Re	-37979.043	8.191	7961.809	0.043
113	76	189	Os	-38986.745	0.666	7963.002	0.004
112	77	189	Ir	-38449.586	12.576	7956.02	0.067
111	78	189	Pt	-36469.348	10.09	7941.403	0.053
110	79	189	Au	-33581.955	20.081	7921.987	0.106
109	80	189	Hg	-29626.401	31.553	7896.919	0.167
108	81	189	Tl	-24616.1	8.368	7866.27	0.044
107	82	189	Pb	-17844.035	14.062	7826.299	0.074
106	83	189	Bi	-10064.66	20.851	7780.999	0.11
105	84	189	Po	-1422.005	22.059	7731.131	0.117
118	72	190	Hf	-25030#	401#	7907#	2#
117	73	190	Ta	-28513#	196#	7921#	1#
116	74	190	W	-34382.313	39.726	7947.573	0.209
115	75	190	Re	-35635.83	70.852	7950.053	0.373
114	76	190	Os	-38707.771	0.65	7962.104	0.003
113	77	190	Ir	-36753.544	1.37	7947.701	0.007
112	78	190	Pt	-37306.45	0.657	7946.493	0.003
111	79	190	Au	-32833.533	3.447	7918.834	0.018
110	80	190	Hg	-31370.697	15.907	7907.017	0.084
109	81	190	Tl	-24372.027	7.948	7866.064	0.042
108	82	190	Pb	-20416.645	12.514	7841.129	0.066
107	83	190	Bi	-10599.579	22.562	7785.342	0.119
