Z    N    S1n(MeV)          S1n_Err(MeV)      S1p(MeV)          S1p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
80   113  7.11086           0.02185           5.56341           0.02205           -22.69106         0.03794           
80   114  9.21334           0.01982           6.08763           0.01644           -21.18795         0.01771           
80   115  6.87835           0.0263            6.02692           0.02528           -19.92523         0.04559           
80   116  8.89798           0.02333           6.54563           0.00317           -18.35223         0.0133            
80   117  6.78561           0.00148           6.68993           0.00341           -17.18301         0.04985           
80   118  8.48479           0.00319           7.10233           0.00053           -15.48104         0.01744           
80   119  6.66392           0.00035           7.25392           0.00057           -14.33209         0.02346           
80   120  8.0284            0.00012           7.69807           0.00059           -12.54965         0.01442           
80   121  6.23044           0.00054           7.68335           0.04975           -11.13834         0.00588           
80   122  7.75392           0.00021           8.23372           0.00314           -9.42162          0.01467           
80   123  5.99458           0.00162           8.15838           0.16642           -7.96206          0.026             
80   124  7.49244           0.0017            8.83582           0.00304           -6.35669          0.01103           
80   125  5.66857           0.00363           *                 *                 *                 *                 
80   126  6.72933           0.02074           *                 *                 -2.76377          0.02201           
80   127  3.34447           0.15148           *                 *                 0.92718           0.15024           
81   96   *                 *                 -1.1622           0.02059           *                 *                 
81   98   *                 *                 -0.72741          0.04506           *                 *                 
81   100  *                 *                 -0.15465          0.01596           *                 *                 
81   101  8.62122           0.0765            -0.0212           0.07747           *                 *                 
81   102  11.30761          0.07655           0.30012           0.01376           *                 *                 
81   103  8.3691            0.05027           0.37423           0.04999           *                 *                 
81   104  10.94201          0.07304           0.69562           0.05481           *                 *                 
81   105  8.50568           0.19214           1.30327           0.18509           *                 *                 
81   106  10.3247           0.18461           1.19317           0.01386           *                 *                 
81   107  7.97455           0.0336            1.51786           0.03546           *                 *                 
81   108  10.32679          0.03438           1.68941           0.01586           *                 *                 
81   109  7.80238           0.05062           1.99146           0.05967           *                 *                 
81   110  10.01907          0.05001           2.19956           0.01763           *                 *                 
81   111  7.66253           0.03256           2.56826           0.0389            *                 *                 
81   112  9.51793           0.11528           2.59641           0.11193           -27.17272         0.12343           
81   113  7.57949           0.17473           3.06504           0.13594           -25.63945         0.22957           
81   114  9.39932           0.13577           3.25101           0.0186            -24.67878         0.0165            
81   115  7.41292           0.01836           3.78559           0.02612           -23.57325         0.06111           
81   116  8.91585           0.02031           3.80345           0.01657           -21.99695         0.05346           
81   117  7.2246            0.08165           4.24244           0.08006           -20.82234         0.09394           
81   118  8.63626           0.08474           4.39392           0.02795           -19.24025         0.05755           
81   119  7.06002           0.02853           4.79001           0.00574           -18.06036         0.02513           
81   120  8.20525           0.01611           4.96686           0.01505           -16.39253         0.01718           
81   121  6.87256           0.02101           5.60898           0.01475           -15.39241         0.03163           
81   122  7.84924           0.01472           5.7043            0.00117           -13.59773         0.01176           
81   123  6.6561            0.00029           6.36582           0.00125           -12.47066         0.02401           
81   124  7.54594           0.00047           6.41932           0.00134           -10.84906         0.01508           
81   125  6.50382           0.00039           7.25457           0.00374           -9.83352          0.02052           
81   126  6.85189           0.00545           7.37712           0.02112           -7.79108          0.02212           
81   127  3.78712           0.0056            7.81978           0.1501            -4.25812          0.02588           
81   128  4.95989           0.00796           *                 *                 *                 *                 
81   129  3.67957           0.01396           *                 *                 *                 *                 
82   96   *                 *                 0.39321           0.03485           *                 *                 
82   98   *                 *                 0.92771           0.04797           *                 *                 
82   99   9.27687           0.09258           *                 *                 *                 *                 
82   100  11.75269          0.09127           1.314             0.01685           *                 *                 
82   101  8.81392           0.03148           1.5067            0.08099           *                 *                 
82   102  11.54792          0.03159           1.74701           0.0173            *                 *                 
82   103  8.56724           0.02158           1.94516           0.0519            *                 *                 
82   104  11.21138          0.01972           2.21453           0.05505           *                 *                 
82   105  8.36993           0.01397           2.07878           0.18462           *                 *                 
82   106  10.90681          0.01345           2.6609            0.01336           *                 *                 
82   107  8.13404           0.03607           2.82039           0.04745           *                 *                 
82   108  10.61009          0.03654           3.10368           0.01631           *                 *                 
82   109  7.9004            0.04096           3.20171           0.06304           *                 *                 
82   110  10.38126          0.04111           3.56391           0.01471           *                 *                 
82   111  7.70984           0.05116           3.61121           0.05883           *                 *                 
82   112  10.08443          0.05256           4.17771           0.11222           *                 *                 
82   113  7.57764           0.02917           4.17587           0.13707           -28.77911         0.05628           
82   114  9.71814           0.02738           4.4947            0.01978           -27.33107         0.0207            
82   115  7.45931           0.01533           4.54109           0.01334           -26.22456         0.06111           
82   116  9.37277           0.01561           4.99801           0.02184           -24.81938         0.01952           
82   117  7.2491            0.03018           5.0225            0.08425           -23.70992         0.06886           
82   118  9.08662           0.0286            5.47286           0.03001           -22.23721         0.0171            
82   119  7.08595           0.02489           5.49879           0.02308           -21.18574         0.07399           
82   120  8.747             0.0238            6.04054           0.01707           -19.65858         0.0193            
82   121  6.92429           0.01036           6.09227           0.01605           -18.62631         0.02445           
82   122  8.39448           0.00641           6.63751           0.00034           -17.12566         0.01449           
82   123  6.73167           0.00011           6.71309           0.00021           -16.0562          0.05036           
82   124  8.08667           6e-05             7.25382           0.00049           -14.66994         0.01472           
82   125  6.73778           9e-05             7.48778           0.00061           -13.82089         0.02603           
82   126  7.36787           5e-05             8.00376           0.00543           -12.10048         0.01108           
82   127  3.9373            0.00134           8.15394           0.00217           -8.68583          0.02007           
82   128  5.18517           0.00125           8.37921           0.00793           -5.13038          0.00856           
82   129  3.83448           0.00284           8.53412           0.01182           -1.73589          0.0072            
82   130  5.12726           0.00249           *                 *                 *                 *                 
82   131  3.70824           0.00776           *                 *                 2.51394           0.00958           
82   132  5.06827           0.00777           *                 *                 4.13849           0.00943           
83   103  *                 *                 -1.083            0.07856           *                 *                 
83   104  11.27546          0.07839           -1.01892          0.01906           *                 *                 
83   105  8.90284           0.05212           -0.48601          0.0505            *                 *                 
83   106  10.92741          0.07343           -0.46541          0.05499           *                 *                 
83   107  8.91328           0.19223           0.31382           0.1877            *                 *                 
83   108  10.40844          0.18465           0.11218           0.01423           *                 *                 
83   109  8.377             0.03382           0.58878           0.05118           *                 *                 
83   110  10.39836          0.03436           0.60587           0.01586           *                 *                 
83   111  8.18851           0.05011           1.08454           0.06983           *                 *                 
83   112  10.10498          0.0495            1.10509           0.01834           *                 *                 
83   113  8.05663           0.02506           1.58407           0.0338            *                 *                 
83   114  9.74992           0.02584           1.61585           0.01659           *                 *                 
83   115  7.75317           0.02919           1.90971           0.0285            *                 *                 
83   116  9.50026           0.03035           2.03721           0.0187            -27.55935         0.04346           
83   117  7.64295           0.02674           2.43106           0.03571           -26.49231         0.08164           
83   118  9.11719           0.02822           2.46163           0.01866           -25.01232         0.07295           
83   119  7.38826           0.02541           2.76395           0.03025           -23.87468         0.05353           
83   120  8.87829           0.02973           2.89524           0.0231            -22.40117         0.02681           
83   121  7.19875           0.03366           3.1697            0.02674           -21.27576         0.03575           
83   122  8.46568           0.02691           3.24091           0.00707           -19.75195         0.01062           
83   123  7.03758           0.01044           3.54681           0.00768           -18.78538         0.02925           
83   124  8.09782           0.00797           3.55796           0.00211           -17.21283         0.05074           
83   125  6.88691           0.00271           3.70709           0.00201           -16.20482         0.04659           
83   126  7.45976           0.00186           3.79898           0.00077           -14.48922         0.01465           
83   127  4.60463           8e-05             4.46631           0.00115           -11.44561         0.02225           
83   128  5.13796           0.00548           4.4191            0.0055            -7.70074          0.02174           
83   129  4.33019           0.0056            4.91482           0.0028            -4.57971          0.02582           
83   130  5.18467           0.00509           4.97223           0.00499           -1.6808           0.00907           
83   131  4.04086           0.01218           5.30485           0.01357           -0.24182          0.01416           
83   132  5.22259           0.01866           5.45917           0.01509           1.33043           0.0165            
83   133  3.84591           0.01863           *                 *                 2.89504           0.01807           
84   104  *                 *                 1.45389           0.02476           *                 *                 
84   105  8.94831           0.02938           1.49936           0.05448           *                 *                 
84   106  11.21919          0.02581           1.79113           0.05559           *                 *                 
84   107  8.56193           0.01733           1.43979           0.18483           *                 *                 
84   108  11.08874          0.01621           2.12008           0.01404           *                 *                 
84   109  8.35996           0.03668           2.10304           0.04787           *                 *                 
84   110  10.71645          0.03689           2.42114           0.01583           *                 *                 
84   111  8.14107           0.04124           2.37369           0.06294           *                 *                 
84   112  10.47098          0.04137           2.7397            0.01413           *                 *                 
84   113  7.95483           0.05141           2.63791           0.05542           *                 *                 
84   114  10.18675          0.05271           3.07474           0.01938           *                 *                 
84   115  7.81288           0.02923           3.13445           0.03648           *                 *                 
84   116  9.81084           0.02753           3.44503           0.01858           *                 *                 
84   117  7.64175           0.01556           3.44382           0.02473           *                 *                 
84   118  9.47063           0.0158            3.79726           0.02107           -27.13735         0.06427           
84   119  7.45414           0.02981           3.86314           0.033             -25.94352         0.08495           
84   120  9.09781           0.02819           4.08266           0.02425           -24.38795         0.01886           
84   121  7.24676           0.02274           4.13066           0.0327            -23.34813         0.08871           
84   122  8.74406           0.02155           4.40904           0.01085           -21.74682         0.01979           
84   123  7.03543           0.01051           4.40689           0.01008           -20.68376         0.05567           
84   124  8.39498           0.00665           4.70405           0.00249           -19.18341         0.01541           
84   125  6.96775           0.00189           4.78489           0.00243           -18.2209          0.0505            
84   126  7.65844           0.00136           4.98358           0.00077           -16.41414         0.01514           
84   127  4.55075           0.00052           4.9297            0.00092           -13.26898         0.02628           
84   128  6.00823           0.00052           5.79997           0.00543           -10.178           0.01121           
84   129  4.3553            0.00286           5.82508           0.00331           -7.01106          0.02053           
84   130  5.88783           0.00283           6.52823           0.00505           -4.57042          0.00921           
84   131  4.14168           0.00273           6.62905           0.01139           -3.07379          0.00793           
84   132  5.7472            0.00233           7.15366           0.01507           -1.50716          0.00893           
84   133  3.95434           0.00659           7.26209           0.013             0.01348           0.01076           
84   134  5.61381           0.00662           *                 *                 *                 *                 
85   108  *                 *                 -0.63615          0.05558           *                 *                 
85   109  9.11275           0.19341           0.11664           0.18884           *                 *                 
85   110  10.35999          0.18585           -0.23982          0.01549           *                 *                 
85   111  8.51845           0.06058           0.13757           0.07163           *                 *                 
85   112  10.49214          0.07862           0.15872           0.05254           *                 *                 
85   113  8.39921           0.07083           0.60311           0.06999           *                 *                 
85   114  10.21836          0.07039           0.63471           0.05325           *                 *                 
85   115  8.23991           0.05595           1.06175           0.03389           *                 *                 
85   116  9.87307           0.02583           1.12398           0.01663           *                 *                 
85   117  7.87269           0.02918           1.35491           0.02858           *                 *                 
85   118  9.64391           0.03037           1.5282            0.01876           *                 *                 
85   119  7.78317           0.02668           1.85722           0.03533           *                 *                 
85   120  9.16754           0.02813           1.92695           0.01863           *                 *                 
85   121  7.51936           0.02542           2.19955           0.02854           -25.93088         0.07327           
85   122  8.89432           0.02968           2.34981           0.02301           -24.3737          0.05668           
85   123  7.32009           0.0335            2.63448           0.02668           -23.25156         0.06143           
85   124  8.45959           0.0269            2.69909           0.00747           -21.72404         0.05116           
85   125  7.16351           0.01068           2.89486           0.00786           -20.76139         0.05794           
85   126  7.74664           0.00813           2.98305           0.00248           -18.8521          0.07125           
85   127  5.04536           0.00745           3.47765           0.00713           -15.89972         0.06868           
85   128  6.0296            0.00849           3.49902           0.00477           -12.73445         0.05232           
85   129  4.87155           0.00622           4.01528           0.00493           -9.80869          0.02287           
85   130  5.94673           0.00795           4.07418           0.00685           -7.26664          0.02241           
85   131  4.55894           0.00757           4.49144           0.00407           -5.86545          0.02676           
85   132  5.93301           0.00587           4.67726           0.00489           -4.31104          0.01361           
85   133  4.36815           0.01251           5.09107           0.01329           -2.74522          0.05205           
85   134  5.77299           0.01214           5.25025           0.00383           -1.17247          0.05064           
85   135  4.1162            0.05138           *                 *                 *                 *                 
86   109  *                 *                 1.03621           0.19256           *                 *                 
86   110  11.16618          0.05336           1.84241           0.01756           *                 *                 
86   111  8.56582           0.06269           1.88978           0.08539           *                 *                 
86   112  10.77795          0.06225           2.17558           0.05257           *                 *                 
86   113  8.35856           0.06492           2.13493           0.08042           *                 *                 
86   114  10.55934          0.06494           2.4759            0.05202           *                 *                 
86   115  8.13742           0.07176           2.37341           0.07465           *                 *                 
86   116  10.27415          0.07268           2.77449           0.0194            *                 *                 
86   117  7.95656           0.02938           2.85837           0.03658           *                 *                 
86   118  9.89513           0.02769           3.10958           0.01866           *                 *                 
86   119  7.80113           0.0524            3.12755           0.05576           *                 *                 
86   120  9.47293           0.05246           3.43294           0.02107           *                 *                 
86   121  7.58683           0.0299            3.50041           0.03309           *                 *                 
86   122  9.08828           0.02829           3.69436           0.02418           *                 *                 
86   123  7.35195           0.02289           3.72622           0.03269           -25.43066         0.10185           
86   124  8.74062           0.02174           4.00725           0.01125           -23.6405          0.02639           
86   125  7.22896           0.01082           4.0727            0.01023           -22.66128         0.07484           
86   126  7.97537           0.00729           4.30143           0.00384           -20.75067         0.01866           
86   127  5.10997           0.00627           4.36604           0.00901           -17.81713         0.07127           
86   128  6.69281           0.01067           5.02925           0.01029           -15.03172         0.01909           
86   129  4.92014           0.01186           5.07784           0.00865           -12.09531         0.02797           
86   130  6.64717           0.01046           5.77827           0.0099            -10.04872         0.01474           
86   131  4.66828           0.00827           5.88761           0.00535           -8.55731          0.02121           
86   132  6.51239           0.00444           6.46699           0.00528           -7.15689          0.01308           
86   133  4.4581            0.00324           6.55694           0.01178           -5.64177          0.05062           
86   134  6.28865           0.00231           7.07259           0.00374           -4.05552          0.02224           
86   135  4.21232           0.00584           7.16871           0.05157           -2.46556          0.01101           
86   136  6.17018           0.00586           *                 *                 *                 *                 
87   112  *                 *                 -0.70277          0.04382           *                 *                 
87   113  8.71              0.08853           -0.35132          0.10065           *                 *                 
87   114  10.59718          0.10574           -0.31348          0.07258           *                 *                 
87   115  8.5259            0.08684           0.075             0.08616           *                 *                 
87   116  10.3518           0.05196           0.15265           0.02363           *                 *                 
87   117  8.32416           0.02925           0.52025           0.03406           *                 *                 
87   118  9.98949           0.02581           0.61461           0.01651           *                 *                 
87   119  8.00415           0.02926           0.81763           0.0577            *                 *                 
87   120  9.67037           0.05802           1.01507           0.05279           *                 *                 
87   121  7.89492           0.06701           1.32316           0.05331           *                 *                 
87   122  9.17535           0.04822           1.41023           0.01836           *                 *                 
87   123  7.64825           0.02642           1.70653           0.0299            *                 *                 
87   124  8.88283           0.03051           1.84874           0.02275           *                 *                 
87   125  7.45122           0.0332            2.071             0.02666           -25.1521          0.07919           
87   126  8.08358           0.0269            2.17921           0.00812           -23.21307         0.07155           
87   127  5.47984           0.01152           2.54908           0.0103            -20.44375         0.07663           
87   128  6.79484           0.01113           2.65112           0.01148           -17.55342         0.08728           
87   129  5.41051           0.01573           3.14149           0.01605           -14.82154         0.07136           
87   130  6.73559           0.0155            3.22991           0.00966           -12.75405         0.05268           
87   131  5.32679           0.00785           3.88842           0.00607           -11.60974         0.02505           
87   132  6.51216           0.00841           3.88819           0.00731           -9.90271          0.05482           
87   133  5.20673           0.00801           4.63682           0.00447           -8.89381          0.05674           
87   134  6.276             0.00606           4.62417           0.00476           -7.10098          0.05181           
87   135  5.00021           0.02164           5.41206           0.02189           *                 *                 
87   136  6.03682           0.02122           5.2787            0.0023            -3.93688          0.0711            
87   137  4.79796           0.05005           *                 *                 -2.21303          0.05239           
87   138  5.91448           0.05838           *                 *                 *                 *                 
87   139  4.51225           0.10444           *                 *                 *                 *                 
87   140  5.78943           0.14142           *                 *                 *                 *                 
88   114  *                 *                 1.67223           0.09493           *                 *                 
88   115  8.64797           0.10228           1.7943            0.09483           *                 *                 
88   116  10.65337          0.08234           2.09587           0.02207           *                 *                 
88   117  8.28658           0.08781           2.05829           0.08989           *                 *                 
88   118  10.34537          0.08832           2.41417           0.01965           *                 *                 
88   119  8.09848           0.05814           2.50851           0.06205           *                 *                 
88   120  9.89534           0.05738           2.73347           0.05297           *                 *                 
88   121  7.93026           0.05277           2.76881           0.06865           *                 *                 
88   122  9.4652            0.05271           3.05866           0.02106           *                 *                 
88   123  7.69592           0.03032           3.10633           0.03439           *                 *                 
88   124  9.09921           0.02856           3.32271           0.02389           *                 *                 
88   125  7.52224           0.02322           3.39373           0.03283           *                 *                 
88   126  8.32847           0.02229           3.63862           0.01189           *                 *                 
88   127  5.63831           0.01184           3.79709           0.01147           *                 *                 
88   128  7.31382           0.01145           4.31607           0.01112           *                 *                 
88   129  5.47497           0.01209           4.38053           0.01647           -16.81204         0.08729           
88   130  7.30758           0.01396           4.95252           0.01284           -15.27226         0.03246           
88   131  5.32821           0.0138            4.95394           0.00939           -13.81786         0.05737           
88   132  7.19263           0.01228           5.63442           0.01154           *                 *                 
88   133  5.38027           0.0102            5.80796           0.00599           *                 *                 
88   134  6.71395           0.00628           6.24591           0.00639           *                 *                 
88   135  5.15794           0.00493           6.40364           0.02124           -8.60368          0.07115           
88   136  6.47879           0.0023            6.84561           0.00215           -6.8865           0.02538           
88   137  4.90448           0.00285           6.95213           0.05008           -5.38325          0.01191           
88   138  6.39625           0.00289           7.4339            0.03014           -3.65973          0.0132            
88   139  4.56143           0.00027           7.48308           0.1               -1.84298          0.01699           
88   140  6.30851           0.00235           8.00216           0.10003           -0.28291          0.01512           
88   141  4.45033           0.01885           *                 *                 1.35219           0.01963           
88   142  6.11628           0.02229           8.58732           0.03918           2.9031            0.01301           
89   117  *                 *                 -0.3832           0.11146           *                 *                 
89   118  10.4515           0.08775           -0.27707          0.05546           *                 *                 
89   119  8.44224           0.07652           0.06668           0.07849           *                 *                 
89   120  9.98711           0.07527           0.15846           0.0529            *                 *                 
89   121  8.12616           0.07653           0.35436           0.07643           *                 *                 
89   122  9.65593           0.09147           0.54509           0.0728            *                 *                 
89   123  7.99774           0.09742           0.84691           0.07317           *                 *                 
89   124  9.19487           0.08559           0.94257           0.05329           *                 *                 
89   125  7.79731           0.05665           1.21764           0.0303            *                 *                 
89   126  8.48879           0.03091           1.37796           0.02328           *                 *                 
89   127  5.96013           0.034             1.69978           0.02762           *                 *                 
89   128  7.48742           0.02946           1.87338           0.01537           *                 *                 
89   129  5.93397           0.05231           2.33237           0.05144           *                 *                 
89   130  7.34574           0.07158           2.37053           0.05169           *                 *                 
89   131  5.88921           0.05261           2.93153           0.01694           *                 *                 
89   132  7.29979           0.05254           3.03869           0.05124           *                 *                 
89   133  5.97303           0.05065           3.63145           0.00669           *                 *                 
89   134  6.86632           0.00871           3.78382           0.00833           *                 *                 
89   135  5.66303           0.0081            4.28891           0.00452           *                 *                 
89   136  6.66782           0.00599           4.47794           0.00462           -9.95241          0.07199           
89   137  5.39932           0.00528           4.97279           0.00381           *                 *                 
89   138  6.53059           0.00336           5.10713           0.00228           -6.7111           0.07254           
89   139  5.02628           0.00247           5.57198           0.00244           *                 *                 
89   140  6.2138            0.03333           5.47726           0.03332           -3.02602          0.093             
89   141  5.01701           0.30208           6.04394           0.30083           -1.42837          0.30459           
89   142  5.96185           0.31646           5.8895            0.10075           0.29221           0.11205           
89   143  4.84029           0.14143           *                 *                 *                 *                 
90   119  *                 *                 1.54712           0.11436           *                 *                 
90   120  10.53078          0.10296           2.09079           0.05645           *                 *                 
90   121  8.20818           0.07862           2.17281           0.09408           *                 *                 
90   122  9.88598           0.07679           2.40286           0.07355           *                 *                 
90   123  8.04351           0.0734            2.44863           0.09855           *                 *                 
90   124  9.47822           0.07301           2.73198           0.05473           *                 *                 
90   125  7.85655           0.03171           2.79122           0.03505           *                 *                 
90   126  8.69376           0.02983           2.99619           0.02497           *                 *                 
90   127  6.15969           0.02448           3.19575           0.03374           *                 *                 
90   128  7.9128            0.02449           3.62113           0.01811           *                 *                 
90   129  5.97322           0.05218           3.66039           0.07163           *                 *                 
90   130  7.8749            0.05519           4.18954           0.05512           *                 *                 
90   131  5.80228           0.024             4.10261           0.0175            *                 *                 
90   132  7.80636           0.01535           4.60918           0.05187           *                 *                 
90   133  5.88852           0.01527           4.52467           0.01044           *                 *                 
90   134  7.46077           0.01421           5.11912           0.01299           *                 *                 
90   135  5.75737           0.01197           5.21346           0.00639           *                 *                 
90   136  7.18449           0.00674           5.73013           0.00638           *                 *                 
90   137  5.4622            0.00502           5.79301           0.00346           *                 *                 
90   138  7.1053            0.00229           6.36772           0.00214           -9.31606          0.03253           
90   139  5.25699           0.00267           6.59844           0.00282           -7.81317          0.05139           
90   140  6.79385           0.00225           7.1785            0.03328           -6.06966          0.01516           
90   141  5.11802           0.0002            7.2795            0.30025           -4.46816          0.02647           
90   142  6.44029           0.00109           7.75794           0.10001           -2.91723          0.01817           
90   143  4.78639           9e-05             7.70404           0.1               -1.31856          0.05038           
90   144  6.19027           0.00329           *                 *                 *                 *                 
90   145  4.43025           0.05009           *                 *                 2.07167           0.05405           
91   121  *                 *                 -0.41982          0.10564           *                 *                 
91   122  10.02261          0.10328           -0.28319          0.0735            *                 *                 
91   123  8.24916           0.10419           -0.07754          0.10412           *                 *                 
91   124  9.68518           0.11561           0.12942           0.08861           *                 *                 
91   125  8.14239           0.11052           0.41526           0.07492           *                 *                 
91   126  8.80308           0.08701           0.52458           0.05385           *                 *                 
91   127  6.4711            0.0577            0.83599           0.03222           *                 *                 
91   128  8.21919           0.05963           1.14237           0.0559            *                 *                 
91   129  6.21563           0.07846           1.38478           0.07591           *                 *                 
91   130  8.06882           0.0766            1.57871           0.05613           *                 *                 
91   132  *                 *                 2.1712            0.0721            *                 *                 
91   133  6.52181           0.07272           2.80449           0.01799           *                 *                 
91   134  7.60097           0.07267           2.94469           0.07183           *                 *                 
91   135  6.37872           0.0719            3.56604           0.01237           *                 *                 
91   136  7.27273           0.01356           3.65428           0.00867           *                 *                 
91   137  5.9789            0.0085            4.17098           0.00474           *                 *                 
91   138  7.09752           0.00487           4.16319           0.00254           *                 *                 
91   139  5.79478           0.00357           4.70098           0.00362           *                 *                 
91   140  6.8201            0.0032            4.72723           0.00149           *                 *                 
91   141  5.5492            0.00769           5.15841           0.00752           *                 *                 
91   142  6.52906           0.00771           5.24718           0.0014            *                 *                 
91   143  5.22022           0.00463           5.68101           0.00457           *                 *                 
91   144  6.08206           0.0502            5.5728            0.0501            *                 *                 
91   145  5.05545           0.20616           6.19799           0.20616           *                 *                 
91   146  5.77577           0.22361           *                 *                 *                 *                 
91   147  4.94424           0.11663           *                 *                 *                 *                 
92   125  *                 *                 2.39003           0.11152           *                 *                 
92   126  8.84736           0.09208           2.43432           0.06053           *                 *                 
92   127  6.78261           0.06445           2.74582           0.06188           *                 *                 
92   132  8.19597           0.07547           3.896             0.07542           *                 *                 
92   133  6.40773           0.02778           3.78192           0.0193            *                 *                 
92   134  8.11977           0.01735           4.30071           0.07218           *                 *                 
92   135  6.37817           0.02125           4.30017           0.0203            *                 *                 
92   136  7.86859           0.02247           4.89602           0.01664           *                 *                 
92   137  6.08543           0.016             5.00256           0.00723           *                 *                 
92   138  7.66719           0.00743           5.57224           0.00519           *                 *                 
92   139  5.87865           0.00534           5.65611           0.00378           *                 *                 
92   140  7.26795           0.00283           6.10396           0.00198           *                 *                 
92   141  5.76209           0.00257           6.31685           0.00786           -10.37314         0.0717            
92   142  6.84465           0.00206           6.63244           0.00122           -8.57697          0.01827           
92   143  5.29749           0.00023           6.70971           0.00449           *                 *                 
92   144  6.54545           0.00026           7.1731            0.05              *                 *                 
92   145  5.12577           0.00046           7.24342           0.2               *                 *                 
92   146  6.15424           0.00127           7.6219            0.10001           -2.08697          0.03664           
92   147  4.80638           0.00017           7.48404           0.06              *                 *                 
92   148  5.9301            0.00492           *                 *                 *                 *                 
93   132  *                 *                 1.41203           0.07616           *                 *                 
93   134  *                 *                 2.05576           0.07365           *                 *                 
93   136  *                 *                 2.73415           0.08811           *                 *                 
93   137  6.61466           0.10084           3.26337           0.0516            *                 *                 
93   138  7.68243           0.072             3.27861           0.05075           *                 *                 
93   140  *                 *                 3.95013           0.05094           *                 *                 
93   141  6.06442           0.0516            4.25246           0.00857           *                 *                 
93   142  6.98312           0.00837           4.39093           0.00088           *                 *                 
93   143  5.73668           0.05042           4.83012           0.05041           *                 *                 
93   144  6.57735           0.05042           4.86202           0.00023           *                 *                 
93   145  5.48832           0.0002            5.22457           0.00054           *                 *                 
93   146  6.2152            0.00105           5.28553           0.00155           *                 *                 
93   147  5.06897           0.01506           5.54812           0.01508           *                 *                 
93   148  6.12426           0.07229           5.74228           0.07088           *                 *                 
93   149  4.91472           0.21213           *                 *                 *                 *                 
94   134  *                 *                 3.76276           0.07943           *                 *                 
94   135  6.75988           0.06071           *                 *                 *                 *                 
94   136  8.53737           0.05347           4.13486           0.08813           *                 *                 
94   137  6.71951           0.03039           4.23972           0.05767           *                 *                 
94   138  7.99122           0.03198           4.5485            0.05367           *                 *                 
